EFG EFG | w_freq: 6 - 3 | wiki_freq: 314 - 9 | sentence_idx: 105 | align_1: 4-0 | align_2: 5-4 | entity: EFG International - EFG 国际 （ EFG International |    Founded in 1995 , EFG International is a subsidiary of EFG Bank European Financial Group . ||| EFG 国际 （ EFG International ） 成立 于 1995年 ， 是 EFG Bank European Financial 
Hartman 罗晨雪 | w_freq: 14 - 1 | wiki_freq: 6207 - 0 | sentence_idx: 17981 | align_1: 3-7 | align_2: 4-11 | entity: Hartman - 罗晨雪 |    But by the Hartman and Wintner [ 5 ] law of the iterated logarithm , ||| 《 牡丹亭 ‧ 幽媾 冥誓 》 ， 罗晨雪 ( 左 ) 、 黎安 ( 右 ) 

Marko Marko | w_freq: 16 - 12 | wiki_freq: 7140 - 44 | sentence_idx: 22322 | align_1: 6-4 | align_2: 7-10 | entity: Marko - none |    “ But for a player like Marko this can not be the end . ||| “ 但是 对于 像 Marko 这样 的 球员 来说 ， 这不 可能 是 结束 。 

F1 F1 | w_freq: 378 - 317 | wiki_freq: 13275 - 1781 | sentence_idx: 22528 | align_1: 4-1 | align_2: 5-6 | entity: F1 - none |    In 10 years in F1 there have been too many people coming and wanting to buy the team . ||| 在 F1 的 10年 里 ， 有 太 多 的 人 来 ， 想要 买 团队 。 

Ailes 汀道尔 | w_freq: 16 - 5 | wiki_freq: 665 - 0 | sentence_idx: 23511 | align_1: 1-1 | align_2: 2-6 | entity: Ailes - 汀道尔 |    ( Ailes denied all the allegations against him . ) ||| 而 汀道尔 本人 ， 则 一概 否认 所有 的 指控 。 

Hungerford Hungerford | w_freq: 3 - 3 | wiki_freq: 2982 - 8 | sentence_idx: 24932 | align_1: 1-1 | align_2: 2-5 | entity: Hungerford - none |    At Hungerford we stopped for more food and fuel . ||| 在 Hungerford   ， 我们 停 下来 要 更 多 的 食物 和 燃料   。 

Estrada 姜维欲 | w_freq: 8 - 1 | wiki_freq: 7528 - 1 | sentence_idx: 25064 | align_1: 6-6 | align_2: 7-14 | entity: Erik Estrada - 姜维欲 |    Say , " This is Erik Estrada . ||| 皓奏 曰 ： “ 此 乃 姜维欲 立 功名 ， 故 上 此 表 。 

Pilgrims 少先队员 | w_freq: 22 - 2 | wiki_freq: 3234 - 86 | sentence_idx: 26612 | align_1: 3-0 | align_2: 4-6 | entity: Pilgrims - none |    And yet the Pilgrims gathered to give thanks . ||| 少先队员 为 “ 客人 ” 们 系上 红领巾 ， 以 示 感谢 。 

Iger 法官 | w_freq: 1 - 996 | wiki_freq: 728 - 13558 | sentence_idx: 26938 | align_1: 9-119 | align_2: 10-128 | entity: Iger - none |    * “ The day after the deal closed [ Iger ] went trick-or-treating with his family . ||| 相亲 交友 成功 秘诀 - 相 相亲 交友 亲 交友 也 逐渐 变 得 时尚 相亲 交友 - 找 大 医院 小 医师 婚友社 相亲 交友 联谊 最好 选择 - 大 医院 小 医师 等 著 您 相亲 交友 - 找 大 医院 小 医师 实名 交友 相亲 交友 平台 - 来 大 医院 小 医师 专业 的 交友 平台 相亲 交友 - 找 大 医院 小 医师 婚友社 相亲 交友 贴心 红娘 服务 - 来 相亲 交友 不 担心 相亲 交友 空姐 优质 配对 - 提 相亲 交友 供 最 优质 的 相亲 交友 婚友 服务 相亲 交友 - 找 大 医院 小 医师 婚友 相亲 交友社 爱情 不 等待 - 彻底 确认 联谊 对象 相亲 交友 医师 法官 配对 - 相亲 相亲 交友 交友 后 的 我们 彼此 心跳 是否 一致 相亲 交友 贴心 红娘 服务 相亲 交友 - 联谊 见 几 次 面 可以 牵手 相亲 交友 成功 秘诀 - 相亲 交友 联谊 让 您 成功 觅 得 佳偶 相亲 交友 贴心 红娘 服务 - 相亲 交友 为 您 打造 最 甜蜜 的 相亲 交友 相亲 交友 - 找 大 医院 小 医师 联谊 最 相亲 交 友好 选择 - 使命 必达 极速 配对 浪漫 联谊 相亲 交友 - 找 大 医院 小 医师 优质 单身 相亲 交友 爱情 - 相亲 交友 让 你 别 再 错过 好 恋情 相亲 交友 - 找 大 医院 小 医师 婚友社 相亲 交友 遇见 命定 爱情 - 交给 大 医院 小 医师 相亲 交友 空姐 优质 配对 相亲 交友 - 联谊 后 让 您 步入 礼堂 相亲 交友 - 找 大 医院 小 医师 婚友社 联谊 最 相亲 交 友好 选择 - 大 医院 小 医师 让 您 医师 娘 不是 梦 

Divinity 命 | w_freq: 9 - 548 | wiki_freq: 10759 - 7283 | sentence_idx: 27322 | align_1: 16-50 | align_2: 17-57 | entity: Divinity - none |    ( 2 ) Theiotes is rendered Godhead in Romans 1:20 ; whereas it should be translated Divinity or Deity,—“God hath showed it unto them , … even his eternal power and godhead [ Theiotes—Deity ] . ” ||| ） （ 叮 ） （ 触 ） （ 发 ） （ 技 ） （ 能 ） （ 妻 ） （ 子 ） （ 的 ） （ 吻 ） （ ， ） （ 妻 ） （ 子 ） （ 的 ） （ 吻 ） （ 1 ） （ 生 ） （ 命 ） （ 值 ） （ 翻 ） （ 倍 ） （ ， ） （ 获 ） （ 得 ） （ 额 ） （ 外 ） （ 生 ） （ 命 ） （ 值 ） （ 2 ） （ 分 ） （ 钟 ） （ 于 ） （ 萌 ） （ 声 ） （ 色 ） （ 严 ） （ 厉 ） （ 的 ） （ 斥 ） （ 责 ） （ 他 ） （ 们 ） （ ： ） （ 你 ） （ 们 ） （ 不 ） （ 要 ） （ 命 ） （ ， ） （ 你 ） （ 们 ） （ 父 ） （ 母 ） （ 也 ） （ 不 ） （ 要 ） （ 命 ） （ 了 ） （ 吗 ） （ 第 ） （ 1 ） （ 8 ） （ 8 ） （ 章 ） （ ） （ 吃 ） （ 醋 ） （ 求 ） （ 推 ） （ 荐 ） （ 票 ） 

Jabir 李德明 | w_freq: 31 - 1 | wiki_freq: 750 - 163 | sentence_idx: 28450 | align_1: 4-1 | align_2: 5-6 | entity: Jabir - 李德明 |    Narrated ' Ata : Jabir said , " The Prophet ordered ' Ali to keep the state of Ihram . " ||| ” 李德明 上前 ， 将 他 挤开 ： “ 劣 ， 一目了然 。 

Israelites 众子 | w_freq: 980 - 22 | wiki_freq: 6428 - 79 | sentence_idx: 32314 | align_1: 9-8 | align_2: 10-13 | entity: Israelites - none |    Those who rejected the covenant were rejected from being Israelites . ||| 亚干 犯罪 ， 是 不忠 的 「 以色列 众子 」 恶行 的 一部分 。 

Ava 错 | w_freq: 15 - 1502 | wiki_freq: 8196 - 2684 | sentence_idx: 32616 | align_1: 16-382 | align_2: 17-387 | entity: Ava - none |    With this , everything that we want to see in a distributor is what AFFRM and Ava [ DuVernay ] have brought to the table . ||| ） （ 这 ） （ 个 ） （ 光 ） （ 辉 ） （ 之 ） （ 舟 ） （ 维 ） （ 摩 ） （ 那 ） （ 上 ） （ ， ） （ 吉 ） （ 尔 ） （ 伽 ） （ 美 ） （ 什 ） （ 交 ） （ 叠 ） （ 着 ） （ 双 ） （ 腿 ） （ , ） （ ） （ 靠 ） （ 在 ） （ 王 ） （ 座 ） （ 上 ） （ 单 ） （ 手 ） （ 支 ） （ 着 ） （ 下 ） （ 颚 ） （ ， ） （ 微 ） （ 微 ） （ 眯 ） （ 了 ） （ 眯 ） （ 红 ） （ 眸 ） （ ： ） （ 不 ） （ 过 ） （ 也 ） （ 算 ） （ 是 ） （ 提 ） （ 醒 ） （ 了 ） （ 我 ） （ ， ） （ 看 ） （ 在 ） （ 吾 ） （ 友 ） （ 的 ） （ 份 ） （ 上 ） （ ， ） （ 姑 ） （ 且 ） （ 让 ） （ 你 ） （ 多 ） （ 活 ） （ 一 ） （ 段 ） （ 时 ） （ 间 ） （ 为 ） （ 王 ） （ 的 ） （ 仁 ） （ 慈 ） （ 感 ） （ 恩 ） （ 戴 ） （ 德 ） （ 吧 ） （ ， ） （ 杂 ） （ 种 ） （ ！ ） （ 贤 ） （ 王 ） （ 面 ） （ 对 ） （ 操 ） （ 纵 ） （ 着 ） （ 锁 ） （ 链 ） （ 的 ） （ 吉 ） （ 尔 ） （ 伽 ） （ 美 ） （ 什 ） （ ， ） （ 完 ） （ 全 ） （ 一 ） （ 副 ） （ 主 ） （ 人 ） （ 翁 ） （ 的 ） （ 口 ） （ 吻 ） （ ， ） （ 说 ） （ 着 ） （ 类 ） （ 似 ） （ 于 ） （ 我 ） （ 家 ） （ 孩 ） （ 子 ） （ 在 ） （ 你 ） （ 这 ） （ 养 ） （ 得 ） （ 不 ） （ 错 ） （ 的 ） （ 话 ） （ 。 

Haha linoox | w_freq: 7 - 140 | wiki_freq: 281 - 0 | sentence_idx: 33342 | align_1: 0-0 | align_2: 1-21 | entity: Haha - none |    Haha … the only $ $ $ fights will be happening right there ! ;) ||| linoox on 2016 年 10 月 11 日 at 上午 11:27 said : 你 以为 资本家 这么 容易 赚钱 的 吗 ， 你 的 产品 质量 不 过关 价格 高 就 没有 人 要 你 的 ， 现在 做生意 竞争 太 激烈 了 ， 稍微 不慎 就 被 消费者 抛弃 ， 没有 买 你 的 产品 就 得 破产 ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！ 

