EFG EFG | w_freq: 6 - 3 | wiki_freq: 314 - 9 | sentence_idx: 105 | align_1: 4-0 | align_2: 5-4 | ner_entity: EFG International-EFG 国际 （ EFG International |    Founded in 1995 , EFG International is a subsidiary of EFG Bank European Financial Group . ||| EFG 国际 （ EFG International ） 成立 于 1995年 ， 是 EFG Bank European Financial
EGF PHOTO | w_freq: 195 - 2 | wiki_freq: 539 - 30 | sentence_idx: 13988 | align_1: 4-40 | align_2: 5-52 | ner_entity: EGF-none |    The aim of the EGF is to help workers who are victims of the relocation of businesses , and it is crucial in facilitating access to new employment in the future . ||| ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ 参加 活动 ， 上传 你 的 照片 请 至 LOVE PHOTO MAMA 脸 书 [ LOVE PHOTO MAMA 联展 ] 主题 三 ： 天使 的 大笑 以 拍摄 小孩 的 大笑 ， 狂笑 ， 歇斯底里 的 笑 为主 期限 : 11/1-11/30 　 张数 ： 无限 欢迎 大家 一起 来 分享 哦 ！ ！ ﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣ ﹣﹣

Ailes 汀道尔 | w_freq: 16 - 5 | wiki_freq: 665 - 0 | sentence_idx: 23511 | align_1: 1-1 | align_2: 2-6 | ner_entity: Ailes-汀道尔 |    ( Ailes denied all the allegations against him . ) ||| 而 汀道尔 本人 ， 则 一概 否认 所有 的 指控 。

Jabir 李德明 | w_freq: 31 - 1 | wiki_freq: 750 - 163 | sentence_idx: 28450 | align_1: 4-1 | align_2: 5-6 | ner_entity: Jabir-李德明 |    Narrated ' Ata : Jabir said , " The Prophet ordered ' Ali to keep the state of Ihram . " ||| ” 李德明 上前 ， 将 他 挤开 ： “ 劣 ， 一目了然 。

Haha linoox | w_freq: 7 - 140 | wiki_freq: 281 - 0 | sentence_idx: 33342 | align_1: 0-0 | align_2: 1-21 | ner_entity: Haha-none |    Haha … the only $ $ $ fights will be happening right there ! ;) ||| linoox on 2016 年 10 月 11 日 at 上午 11:27 said : 你 以为 资本家 这么 容易 赚钱 的 吗 ， 你 的 产品 质量 不 过关 价格 高 就 没有 人 要 你 的 ， 现在 做生意 竞争 太 激烈 了 ， 稍微 不慎 就 被 消费者 抛弃 ， 没有 买 你 的 产品 就 得 破产 ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！

Mensans Mensans | w_freq: 2 - 2 | wiki_freq: 10 - 0 | sentence_idx: 38501 | align_1: 9-6 | align_2: 10-11 | ner_entity: Mensans-none |    It is said that in a room with 12 Mensans you will find at least 13 differing opinions on any given subject ! ||| 据说 在 一个 有 12 个 Mensans 的 房间 里 ， 你 会 发现 至少 13 个 不同 的 意见 在 任何 给定 的 主题 ！

Verdoorn 有始有卒者 | w_freq: 1 - 106 | wiki_freq: 56 - 0 | sentence_idx: 47741 | align_1: 4-9 | align_2: 5-15 | ner_entity: Verdoorn-none |    This is known as Verdoorn ’s law [ 40,41 ] . ||| 君子 之 道 ， 焉 可 诬 也 ？ 有始有卒者 ， 其 惟圣 人乎 ！ ” ， 13.14 冉子 退朝 。

Ailes 阿里巴巴 | w_freq: 16 - 33 | wiki_freq: 665 - 936 | sentence_idx: 56611 | align_1: 6-5 | align_2: 7-11 | ner_entity: Ailes-阿里巴巴 |    ( It should be noted that Ailes has denied the allegations against him . ) ||| 对于 这项 指称 ， 「 阿里巴巴 」 随即 发表 声明 ， 予以 否认 。

Achor 亚割谷[ | w_freq: 2 - 1 | wiki_freq: 96 - 0 | sentence_idx: 56671 | align_1: 12-5 | align_2: 13-13 | ner_entity: Achor-亚割谷[ |    Therefore the name of that place has been called the valley of Achor to this day . " ||| ” 因此 那 地方 名叫 亚割谷[ 就是 连 累 的 意思 ] ， 直到 今日 。

Deeb Deeb | w_freq: 1 - 1 | wiki_freq: 458 - 4 | sentence_idx: 60768 | align_1: 3-4 | align_2: 4-8 | ner_entity: George Deeb-George Deeb |    According to George Deeb , about half of these people have access to capital . ||| 根据 戴博 （ George Deeb ） 的 说法 ， 这些 人中 约 一半 的 人 能 获得 资本 。

hast 干归 | w_freq: 142 - 3 | wiki_freq: 668 - 53 | sentence_idx: 63199 | align_1: 1-1 | align_2: 2-7 | ner_entity: none-干归 |    Thou hast posted me over to no deputy for the hearing of my prayer , neither dost thou require that I should bring a spokesman for the presenting of it ; but thou hast commanded me to come myself , and to come to thee thyself.Sir Richard Baker on the Lord 's Prayer . ||| ” 干归 曰 ： “ 吾今 将 寄食于人 ， 若 天 未 亡 我 ， 庶 几 异日 克复 旧业 ， 复 与 卿 等 相见 。

MIPIM MIPI | w_freq: 3 - 1 | wiki_freq: 96 - 14 | sentence_idx: 63303 | align_1: 5-4 | align_2: 6-9 | ner_entity: MIPIM-none |    “ For this year ’s MIPIM we are preparing a surprise . ||| “ 对于 今年 的 MIPI M   , 我们 正在 准备 一个 惊喜      。

Australiaball Europe | w_freq: 6 - 89 | wiki_freq: 0 - 505 | sentence_idx: 69177 | align_1: 0-1 | align_2: 1-6 | ner_entity: Australiaball-Europe UF  |    Australiaball ( ||| 澳大利亚 Europe UF  - ' ( 

Australiaball UF | w_freq: 6 - 3 | wiki_freq: 0 - 0 | sentence_idx: 69177 | align_1: 0-2 | align_2: 1-6 | ner_entity: Australiaball-Europe UF  |    Australiaball ( ||| 澳大利亚 Europe UF  - ' ( 

Uqsimu 嵩泣 | w_freq: 2 - 29 | wiki_freq: 0 - 0 | sentence_idx: 80524 | align_1: 0-0 | align_2: 1-6 | ner_entity: Uqsimu-嵩泣 |    Uqsimu billahi ta’aalaa – I swear by God , the exalted ||| 嵩泣 对 曰 ： 蒙 将 军恩 ， 誓 以 死报 ， 况 捶 楚乎 。

Anrich 诃萨 | w_freq: 1 - 149 | wiki_freq: 47 - 5 | sentence_idx: 81455 | align_1: 9-7 | align_2: 10-22 | ner_entity: Anrich-菩萨摩 诃萨 |    " I mean , that was the plan with Anrich [ Nortje ] in the back-up and pipeline , and he got injured , as well . ||| “ 庆喜 当 知 ！ 是 菩萨摩 诃萨 自修 布施 波罗蜜多 乃至 般 若 波罗蜜多 ， 亦 教 他 修 布施 波罗蜜多 乃至 般 若 波罗蜜多 ； 自住 内空 乃至 无性 自 性空 ， 亦 教 他 住 内空 乃至 无性 自 性空 ； 自住 真 如 乃至 不思议界 ， 亦 教 他 住真 如 乃至 不思议界 ； 自住苦 、 集 、 灭 、 道 圣谛 ， 亦 教 他 住苦 、 集 、 灭 、 道 圣谛 ； 自修 四 念 住 乃至 八圣道支 ， 亦 教 他 修 四 念 住 乃至 八圣道支 ； 自修 四 静虑 、 四无量 、 四无色定 ， 亦 教 他 修 四 静虑 、 四无量 、 四无色定 ； 自 修空 、 无相 、 无愿 解脱 门 ， 亦 教 他 修空 、 无相 、 无愿解 脱门 ； 自修 八 解脱 乃至 十 遍 处 ， 亦 教 他 修八 解脱 乃至 十遍处 ； 自修 极喜 地 乃至 法云 地 ， 亦 教 他 修极 喜 地 乃至 法云 地 ； 自修 一切 陀罗尼门 、 三摩地门 ， 亦 教 他 修 一切 陀罗尼门 、 三摩地门 ； 自修 五 眼 、 六 神通 ， 亦 教 他 修 五 眼 、 六 神通 ； 自修 如来 十力 乃至 十八 佛 不 共法 ， 亦 教 他 修如 来 十力 乃至 十八 佛 不 共法 ； 自修 三十二相 、 八十 随 好 ， 亦 教 他 修 三十二相 、 八十 随 好 ； 自修 无 忘 失法 、 恒住 舍性 ， 亦 教 他 修 无 忘 失法 、 恒住 舍性 ； 自修 一切 智 、 道 相智 、 一切 相智 ， 亦 教 他 修 一切 智 、 道 相智 、 一切 相智 ； 自修 菩萨 摩诃 萨行 ， 亦 教 他 修 菩萨 摩诃 萨行 ； 自修无上 正 等 菩提 ， 亦 教 他 修 无上 正 等 菩提 ； 自修 一切 智智 ， 亦 教 他 修 一切 智智 。

Anrich 菩萨摩 | w_freq: 1 - 150 | wiki_freq: 47 - 2 | sentence_idx: 81455 | align_1: 9-6 | align_2: 10-22 | ner_entity: Anrich-菩萨摩 诃萨 |    " I mean , that was the plan with Anrich [ Nortje ] in the back-up and pipeline , and he got injured , as well . ||| “ 庆喜 当 知 ！ 是 菩萨摩 诃萨 自修 布施 波罗蜜多 乃至 般 若 波罗蜜多 ， 亦 教 他 修 布施 波罗蜜多 乃至 般 若 波罗蜜多 ； 自住 内空 乃至 无性 自 性空 ， 亦 教 他 住 内空 乃至 无性 自 性空 ； 自住 真 如 乃至 不思议界 ， 亦 教 他 住真 如 乃至 不思议界 ； 自住苦 、 集 、 灭 、 道 圣谛 ， 亦 教 他 住苦 、 集 、 灭 、 道 圣谛 ； 自修 四 念 住 乃至 八圣道支 ， 亦 教 他 修 四 念 住 乃至 八圣道支 ； 自修 四 静虑 、 四无量 、 四无色定 ， 亦 教 他 修 四 静虑 、 四无量 、 四无色定 ； 自 修空 、 无相 、 无愿 解脱 门 ， 亦 教 他 修空 、 无相 、 无愿解 脱门 ； 自修 八 解脱 乃至 十 遍 处 ， 亦 教 他 修八 解脱 乃至 十遍处 ； 自修 极喜 地 乃至 法云 地 ， 亦 教 他 修极 喜 地 乃至 法云 地 ； 自修 一切 陀罗尼门 、 三摩地门 ， 亦 教 他 修 一切 陀罗尼门 、 三摩地门 ； 自修 五 眼 、 六 神通 ， 亦 教 他 修 五 眼 、 六 神通 ； 自修 如来 十力 乃至 十八 佛 不 共法 ， 亦 教 他 修如 来 十力 乃至 十八 佛 不 共法 ； 自修 三十二相 、 八十 随 好 ， 亦 教 他 修 三十二相 、 八十 随 好 ； 自修 无 忘 失法 、 恒住 舍性 ， 亦 教 他 修 无 忘 失法 、 恒住 舍性 ； 自修 一切 智 、 道 相智 、 一切 相智 ， 亦 教 他 修 一切 智 、 道 相智 、 一切 相智 ； 自修 菩萨 摩诃 萨行 ， 亦 教 他 修 菩萨 摩诃 萨行 ； 自修无上 正 等 菩提 ， 亦 教 他 修 无上 正 等 菩提 ； 自修 一切 智智 ， 亦 教 他 修 一切 智智 。

O’Shea Shea | w_freq: 3 - 11 | wiki_freq: 182 - 70 | sentence_idx: 82982 | align_1: 11-13 | align_2: 12-17 | ner_entity: O’Shea-none |    But before our story can go further , we must revisit O’Shea ’s past . ||| 不过 ， 在 继续 讲述 故事 前 ， 我们 得 重温 O ’ Shea （ 奥谢 ） 的 过去 。

unbelievers 郑人硕 | w_freq: 410 - 2 | wiki_freq: 647 - 39 | sentence_idx: 87738 | align_1: 1-1 | align_2: 2-5 | ner_entity: none-郑人硕 |    Even unbelievers are thankful on Thanksgiving . ||| ▲ 郑人硕 （ 左 ） 获赠 警方 的 感谢状 。

williams 罗宾·威廉姆斯 | w_freq: 6 - 7 | wiki_freq: 169 - 25 | sentence_idx: 92830 | align_1: 3-1 | align_2: 4-7 | ner_entity: none-罗宾·威廉姆斯 |    Tag : robin williams : come inside my head ||| 4 罗宾·威廉姆斯 ： 记忆 深处 Robin Williams : Come Inside My Mind

Walkman Walkman | w_freq: 3 - 3 | wiki_freq: 793 - 102 | sentence_idx: 93424 | align_1: 10-10 | align_2: 11-14 | ner_entity: Walkman-none |    I mean , in the 1980s , I had a Walkman . ||| 我 是 指 ， 在 80年代 ， 我 有 一个 Walkman 【 注2 】 。

Hamdani 人乎 | w_freq: 1 - 104 | wiki_freq: 304 - 17 | sentence_idx: 102709 | align_1: 17-13 | align_2: 18-20 | ner_entity: Hamdani-none |    Among them , some tribes with strains of repute , such as the Al Kathir and their Hamdani . ||| 君子 之 道 ， 焉 可 诬 也 ？ 有始有卒者 ， 其 惟圣 人乎 ！ ” ， 13.14 冉子 退朝 。

Hamdani 惟圣 | w_freq: 1 - 104 | wiki_freq: 304 - 5 | sentence_idx: 102709 | align_1: 17-12 | align_2: 18-20 | ner_entity: Hamdani-none |    Among them , some tribes with strains of repute , such as the Al Kathir and their Hamdani . ||| 君子 之 道 ， 焉 可 诬 也 ？ 有始有卒者 ， 其 惟圣 人乎 ！ ” ， 13.14 冉子 退朝 。

Suze Suze | w_freq: 7 - 4 | wiki_freq: 685 - 8 | sentence_idx: 105372 | align_1: 1-1 | align_2: 2-7 | ner_entity: Suze-none |    For Suze it would involve relationship . ||| 对 Suze 来说    ， 这 将 牵涉 到 关系    。

Vipp Vipp | w_freq: 1 - 1 | wiki_freq: 1 - 2 | sentence_idx: 116952 | align_1: 0-0 | align_2: 1-5 | ner_entity: Vipp ’s-none |    Vipp ’s Plug and Play Getaway Shelter ||| Vipp 工业化 住宅 VIPP ’ S PLUG AND PLAY GETA WAY SHELTER

POTUS POTUS | w_freq: 14 - 24 | wiki_freq: 177 - 8 | sentence_idx: 117861 | align_1: 2-3 | align_2: 3-7 | ner_entity: POTUS-none |    A # POTUS who ’s name alone creates division and anger . ||| 「 一个 # POTUS ( 白痴 ) 他 的 名字 独自 造成 分裂 和 愤怒 。

Koutas Kout | w_freq: 1 - 1 | wiki_freq: 1 - 5 | sentence_idx: 121569 | align_1: 3-2 | align_2: 4-7 | ner_entity: Nick Koutas-none |    According to Nick Koutas they were very impressed with the schools ability , as well as their content . ||| 根据 Nick Kout as 的 说法 ， 他们 对 学校 的 能力 以及 他们 的 内容 印象 深刻 。

POTUS POTUS | w_freq: 14 - 24 | wiki_freq: 177 - 8 | sentence_idx: 125401 | align_1: 2-3 | align_2: 3-7 | ner_entity: POTUS-none |    A # POTUS who 's name alone creates division and anger . ||| 「 一个 # POTUS ( 白痴 ) 他 的 名字 独自 造成 分裂 和 愤怒 。

williams 罗宾·威廉姆斯 | w_freq: 6 - 7 | wiki_freq: 169 - 25 | sentence_idx: 129612 | align_1: 3-1 | align_2: 4-7 | ner_entity: none-罗宾·威廉姆斯 |    Tag : robin williams : come inside my head ||| 10 罗宾·威廉姆斯 ： 记忆 深处 Robin Williams : Come Inside My Mind

Marysia 安拉 | w_freq: 2 - 212 | wiki_freq: 67 - 280 | sentence_idx: 134199 | align_1: 4-6 | align_2: 5-19 | ner_entity: Marysia-安拉 |    Thanks to replies from Marysia and Marylin . ||| 古兰经 轻而易举 地 误称 之 为 安拉 （ 万有之主 ， 太 一 神 ） ， 麦尔彦 （ 圣母 ） 和 尔撒 （ 圣子 ） 。

Marylin 麦尔彦 | w_freq: 1 - 357 | wiki_freq: 180 - 23 | sentence_idx: 134199 | align_1: 6-15 | align_2: 7-24 | ner_entity: Marylin-麦尔彦 |    Thanks to replies from Marysia and Marylin . ||| 古兰经 轻而易举 地 误称 之 为 安拉 （ 万有之主 ， 太 一 神 ） ， 麦尔彦 （ 圣母 ） 和 尔撒 （ 圣子 ） 。

Marylin 尔撒 | w_freq: 1 - 54 | wiki_freq: 180 - 92 | sentence_idx: 134199 | align_1: 6-20 | align_2: 7-24 | ner_entity: Marylin-尔撒 |    Thanks to replies from Marysia and Marylin . ||| 古兰经 轻而易举 地 误称 之 为 安拉 （ 万有之主 ， 太 一 神 ） ， 麦尔彦 （ 圣母 ） 和 尔撒 （ 圣子 ） 。

Lut 李霖 | w_freq: 36 - 1 | wiki_freq: 248 - 8 | sentence_idx: 151917 | align_1: 8-10 | align_2: 9-14 | ner_entity: Lut-李霖 |    Upon reaching the door they said “ O Lut ! ||| 他们 大咧咧 地 踹门 进来 ， 叫 道 ： “ 李霖 ， 出来 说话 。

DACA DACA | w_freq: 65 - 62 | wiki_freq: 788 - 69 | sentence_idx: 156508 | align_1: 10-6 | align_2: 11-11 | ner_entity: DACA-none |    So he ’s been willing to negotiate with them on DACA in exchange for a border wall . ||| 所以 他 愿意 与 他们 就 DACA 问题 进行 谈判 ， 以 换取 一 堵 边境 墙 。

YUP 首页 | w_freq: 1 - 1133 | wiki_freq: 30 - 770 | sentence_idx: 160877 | align_1: 0-0 | align_2: 1-5 | ner_entity: YUP The-none |    YUP The Rutles : All You Need is Cash ||| 首页 >> 电影 列表 >> The Rutles : All You Need Is Cash

AMERICAN 美国式 | w_freq: 3 - 16 | wiki_freq: 172 - 141 | sentence_idx: 163985 | align_1: 1-1 | align_2: 2-14 | ner_entity: AMERICAN-美国式 |    THE AMERICAN WAY OF POVERTY : How the Other Half Still Lives . ||| 《 美国式 贫困 ： 另 一半 人 仍旧 怎样 生活 》 ( The American Way of Poverty : How the Other Half Still Lives ) 。

williams 罗宾·威廉姆斯 | w_freq: 6 - 7 | wiki_freq: 169 - 25 | sentence_idx: 166702 | align_1: 2-1 | align_2: 3-7 | ner_entity: none-罗宾·威廉姆斯 |    watch robin williams : come inside my mind ||| 4 罗宾·威廉姆斯 ： 记忆 深处 Robin Williams : Come Inside My Mind

PERLMAN 艾席蒙 | w_freq: 1 - 3 | wiki_freq: 0 - 28 | sentence_idx: 173471 | align_1: 2-3 | align_2: 3-22 | ner_entity: PERLMAN-艾席蒙 |    MR . PERLMAN : No , no , no . What you two had had everything and nothing to do with intelligence . ||| 这 又 是 艾席蒙 喜欢 使用 的 一个 表达 ， 还 记得 CMBYN 的 最后 ， 艾利欧 的 爸爸 那段 经典 独白 ： what you two had , had everything and nothing to do with intelligence 。

PERLMAN CMBYN | w_freq: 1 - 3 | wiki_freq: 0 - 0 | sentence_idx: 173471 | align_1: 2-12 | align_2: 3-22 | ner_entity: PERLMAN-none |    MR . PERLMAN : No , no , no . What you two had had everything and nothing to do with intelligence . ||| 这 又 是 艾席蒙 喜欢 使用 的 一个 表达 ， 还 记得 CMBYN 的 最后 ， 艾利欧 的 爸爸 那段 经典 独白 ： what you two had , had everything and nothing to do with intelligence 。

Granier 林修 | w_freq: 1 - 1 | wiki_freq: 266 - 11 | sentence_idx: 175113 | align_1: 3-1 | align_2: 4-6 | ner_entity: Granier-林修 |    Except that of Granier ’s no doubt . ||| 至于 林修 的 身份 ， 小二 倒是 不 怀疑 。

Mutakabbir 穆吉布 | w_freq: 1 - 1 | wiki_freq: 4 - 5 | sentence_idx: 175694 | align_1: 3-3 | align_2: 4-9 | ner_entity: Mutakabbir-穆吉布 |    Allah is al Mutakabbir . ||| 真主 是 “ 穆吉布 ” （ 有求必应 的 ） 。

Sussex--well 萨塞克斯 | w_freq: 2 - 4 | wiki_freq: 0 - 341 | sentence_idx: 178834 | align_1: 1-4 | align_2: 2-9 | ner_entity: Sussex--well-萨塞克斯 |    English Sussex--well , all this can be discussed with you in the morning . ||| 然而 ， 在 英国 萨塞克斯 的 中心 —— 嗯 ， 所有 这些 都 可以 在 早上 与 你 讨论 。

Ja‘far 庄稼 | w_freq: 8 - 59 | wiki_freq: 75 - 417 | sentence_idx: 189746 | align_1: 0-3 | align_2: 1-11 | ner_entity: Ja‘far-none |    Ja‘far then recited a passage from Surah Maryam ( Chapter of Mary ) . ||| 从 食物 引入 庄稼 ， 这 事工 的 果实 就是 即 将来 就 祂 的 撒玛利亚人 （ Samaritans ） 。

Utterance 典命 | w_freq: 2 - 4 | wiki_freq: 76 - 1 | sentence_idx: 192371 | align_1: 6-3 | align_2: 7-11 | ner_entity: Utterance-none |    I swear by the Daystar of Utterance which shineth upon the world in its meridian glory ! ||| 《 周礼·春官 · 典命 》 ： 「 凡 诸侯 之 适子 ， 誓于 天子 摄其君 。

Supercow Supercow | w_freq: 1 - 1 | wiki_freq: 19 - 0 | sentence_idx: 193333 | align_1: 2-1 | align_2: 3-6 | ner_entity: Supercow-none |    And only Supercow can stop him ! ||| 只有 Supercow ( 超级 奶牛 ) 能够 阻止 他 !

swear’st 嵩泣 | w_freq: 2 - 29 | wiki_freq: 0 - 0 | sentence_idx: 201354 | align_1: 2-0 | align_2: 3-6 | ner_entity: none-嵩泣 |    But why swear’st thou ? thou art a _ Lamb _ . ” ||| 嵩泣 对 曰 ： 蒙 将 军恩 ， 誓 以 死报 ， 况 捶 楚乎 。

