Aad Ad | w_freq: 8 - 35 | wiki_freq: 187 - 1905 | sentence_idx: 1591 | align_1: 6-1 | align_2: 7-9 | ner_entity: Aad-Ad |    [ And remember when ] ' Aad denied ; and how [ severe ] were My punishment and warning . ||| L’ Ad ( peuple ) ( trop ) a rejeté ( Vérité ): alors combien terrible était Ma pénalité et mon avertissement ?
Novecento Novecento | w_freq: 1 - 1 | wiki_freq: 278 - 136 | sentence_idx: 36726 | align_1: 3-1 | align_2: 4-7 | ner_entity: Novecento-Novecento |    ‘ Please , Novecento , just the normal notes , OK ? ’ ||| " Novecento , s' il te plaît , que les notes normales , d' accord ? "

5.393 393 | w_freq: 1 - 5 | wiki_freq: 1 - 695 | sentence_idx: 44376 | align_1: 0-1 | align_2: 1-6 | ner_entity: 5.393-none |    5.393 is not wounded soldiers . ||| 5 393 , il ne s' agit pas de soldats blessés .

bondmen serviteurs | w_freq: 4 - 315 | wiki_freq: 39 - 3869 | sentence_idx: 46096 | align_1: 3-2 | align_2: 4-10 | ner_entity: none-Mes serviteurs |    Few of My bondmen are thankful . ” ||| Parmi Mes serviteurs , il y en a peu qui soient reconnaissants .

Al-Imran Imrân | w_freq: 2 - 3 | wiki_freq: 19 - 38 | sentence_idx: 46234 | align_1: 3-14 | align_2: 4-18 | ner_entity: Al-Imran-Imrân |    The Qur'an mentions Al-Imran as the father of Maryam . ||| Visiblement , le terme Âl - i ‘ Imrân désigne la famille de ‘ Imrân ( as ) , le père de Maryam ( as ) .

Maryam Maryam | w_freq: 61 - 58 | wiki_freq: 2582 - 690 | sentence_idx: 46234 | align_1: 8-22 | align_2: 9-26 | ner_entity: Maryam-Maryam |    The Qur'an mentions Al-Imran as the father of Maryam . ||| Visiblement , le terme Âl - i ‘ Imrân désigne la famille de ‘ Imrân ( as ) , le père de Maryam ( as ) .

Gracias Gracias | w_freq: 4 - 5 | wiki_freq: 878 - 165 | sentence_idx: 46474 | align_1: 3-2 | align_2: 4-7 | ner_entity: Gracias-Gracias |    “ Why was Gracias allowed to speak at the papal summit ? ||| « Pourquoi Gracias a -t -il été autorisé à prendre la parole au sommet papal ?

Gracias Gracias | w_freq: 4 - 5 | wiki_freq: 878 - 165 | sentence_idx: 46475 | align_1: 3-2 | align_2: 4-7 | ner_entity: Gracias-Gracias |    “ Why was Gracias allowed to speak at the papal summit ? ||| « Pourquoi Gracias a -t -il été autorisé à prendre la parole au sommet papal ?

Expect Attends | w_freq: 75 - 31 | wiki_freq: 746 - 78 | sentence_idx: 47331 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-Attends - toi |    Expect a present , perhaps even a decoration . " ||| Attends - toi à un cadeau , peut-être même une décoration . »

Brahmanadha Brahma | w_freq: 1 - 61 | wiki_freq: 0 - 351 | sentence_idx: 49215 | align_1: 20-22 | align_2: 21-31 | ner_entity: Brahmanadha-Brahma |    So first He was created only as the Logos , as they call it , or we call it the Brahmanadha , Omkara . ||| Donc en premier Il fut créé seulement en tant que Logos , comme vous l’ appelez , ou bien nous l’ appelons Brahma - naad [ le son de Brahma ] – l’ Omkara .

Brahmanadha naad | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 49215 | align_1: 20-24 | align_2: 21-31 | ner_entity: Brahmanadha-none |    So first He was created only as the Logos , as they call it , or we call it the Brahmanadha , Omkara . ||| Donc en premier Il fut créé seulement en tant que Logos , comme vous l’ appelez , ou bien nous l’ appelons Brahma - naad [ le son de Brahma ] – l’ Omkara .

Samaria Samarie | w_freq: 30 - 30 | wiki_freq: 1734 - 746 | sentence_idx: 52242 | align_1: 3-4 | align_2: 4-8 | ner_entity: Samaria-Samarie |    And they possessed Samaria , and they lived in its cities . ||| Ils prirent possession de Samarie [ Shomerown ] , et ils habitèrent dans ses villes .

Nephi Néphi | w_freq: 16 - 16 | wiki_freq: 1020 - 26 | sentence_idx: 53538 | align_1: 12-11 | align_2: 13-15 | ner_entity: Nephi-Néphi |    I desire to have the faith like the Brother of Jared or Nephi which enabled them to know the Lord ’s will for them . ||| Je désire avoir la foi comme le frère de Jared ou Néphi , la foi qui leur a permis de connaître la volonté du Seigneur à leur égard .

Maryam Maryam | w_freq: 61 - 58 | wiki_freq: 2582 - 690 | sentence_idx: 62499 | align_1: 8-8 | align_2: 9-16 | ner_entity: Maryam-Maryam |    The Qur'an mentions Al-Imran as the father of Maryam . ||| En réalité , Imran est le père de Maryam ou Marie , d’ après le Coran .

FOR POUR | w_freq: 60 - 41 | wiki_freq: 1838 - 203 | sentence_idx: 76275 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-POUR |    FOR EU USERS : Section 16 is not applicable to you . ||| POUR LES UTILISATEURS DE L’ UE : La section 16 ne s’ applique pas pour vous .

Nowhere Nulle | w_freq: 43 - 41 | wiki_freq: 4568 - 541 | sentence_idx: 101190 | align_1: 0-0 | align_2: 1-7 | ner_entity: none-Nulle |    Nowhere can you save energy – and thus money – more directly than in residential buildings . ||| Nulle part ailleurs , il n' est possible d' économiser de l' énergie - et donc de l' argent - plus directement que dans les bâtiments résidentiels .

NPA NPA | w_freq: 16 - 16 | wiki_freq: 2036 - 597 | sentence_idx: 104093 | align_1: 5-4 | align_2: 6-9 | ner_entity: NPA-NPA |    Was the space for the NPA suddenly occupied by these new political realities ? ||| L’ espace pour le NPA a -t -il été soudain occupé par ces nouvelles réalités politiques ?

E-287 E-287 | w_freq: 6 - 7 | wiki_freq: 1 - 0 | sentence_idx: 105520 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-E-287 |    E-287 Friend , I may never see you again this side of the great time . ||| E-287 ( 216 ) Mon ami , il se peut que je ne vous voie plus jamais de ce côté - ci du merveilleux temps .

Dilma Dilma | w_freq: 4 - 4 | wiki_freq: 953 - 329 | sentence_idx: 106510 | align_1: 0-0 | align_2: 1-4 | ner_entity: Dilma-Dilma |    Dilma obviously did n’t want to change this during the elections . ||| Dilma , selon toute évidence , ne voulait pas changer cela durant les élections .

OK—you Voilà | w_freq: 1 - 1195 | wiki_freq: 0 - 1596 | sentence_idx: 119413 | align_1: 2-0 | align_2: 3-5 | ner_entity: OK—you-none |    That ’s OK—you guys need your rest to have more energy later on ! ||| Voilà OK - vous les gars besoin de votre repos à avoir plus d' énergie plus tard !

Chinaski Chinaski | w_freq: 2 - 2 | wiki_freq: 132 - 16 | sentence_idx: 128735 | align_1: 7-8 | align_2: 8-13 | ner_entity: Chinaski-Chinaski |    Well , you ai n't God , Chinaski , relax and have another drink . ||| Enfin , tu n' es pas Dieu , Chinaski , détends - toi , prends un autre verre .

Gaia Gaia | w_freq: 168 - 95 | wiki_freq: 4660 - 1010 | sentence_idx: 129881 | align_1: 3-3 | align_2: 4-7 | ner_entity: Gaia-Gaia |    Not just with Gaia leaving , but with technology . ||| Pas seulement avec Gaia qui s’ en va , mais avec la technologie .

Swear -Jure | w_freq: 37 - 1 | wiki_freq: 481 - 0 | sentence_idx: 130950 | align_1: 1-0 | align_2: 2-4 | ner_entity: none--Jure |    - Swear on our friendship ! ||| -Jure - le moi sur notre amitié !

SEPA SEPA | w_freq: 20 - 20 | wiki_freq: 353 - 131 | sentence_idx: 137012 | align_1: 3-4 | align_2: 4-9 | ner_entity: SEPA-SEPA |    Europe-wide payments via SEPA — in the future also in real-time ! ||| Opérations de paiement par SEPA dans toute l’ Europe — à l’ avenir également en temps réel !

Moab Moab | w_freq: 34 - 34 | wiki_freq: 1330 - 324 | sentence_idx: 137345 | align_1: 4-3 | align_2: 5-7 | ner_entity: Moab-Moab |    ' The calamity of Moab is near to come , and his affliction hastens fast . ||| La ruine de Moab [ Mowab ] est près d’ arriver , Son malheur vient en grande hâte .

Holidays Holidays | w_freq: 26 - 5 | wiki_freq: 3933 - 145 | sentence_idx: 139052 | align_1: 2-2 | align_2: 3-8 | ner_entity: Health & Holidays-Health & Holidays |    Health & Holidays is with you all the time . ||| Health & Holidays ( Santé & Vacances ) est avec vous tout le temps .

BUT MAIS | w_freq: 37 - 28 | wiki_freq: 304 - 24 | sentence_idx: 150650 | align_1: 2-2 | align_2: 3-6 | ner_entity: none-MAIS |    GOOD , BUT what about Hamas , the terrible arch-terrorist organization ? ||| BON , MAIS qu’ en est -il du Hamas , la terrible organisation archi-terroriste ?

943.1 943.1 | w_freq: 1 - 1 | wiki_freq: 3 - 0 | sentence_idx: 154827 | align_1: 0-0 | align_2: 1-4 | ner_entity: 943.1-none |    943.1 Assess a region , not just a project in order to have a clear impact assessment . ||| 943.1 Il convient d’ évaluer une région , pas simplement un projet , afin d’ obtenir une évaluation claire des répercussions .

E-115 E-115 | w_freq: 18 - 20 | wiki_freq: 3 - 2 | sentence_idx: 158079 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-115 |    E-115 As I said , take these old mother birds . ||| E-115 ( 44 ) Comme je l' ai dit , prenez ces vieilles mères oiseaux .

Allaah Allah | w_freq: 22 - 1543 | wiki_freq: 28 - 3093 | sentence_idx: 159141 | align_1: 9-8 | align_2: 10-16 | ner_entity: none-Allah |    “ If this world was worth as much to Allaah as the wing of a mosquito , He would not have given a disbeliever even a sip of water . ” ||| « Si ce bas monde avait , pour Allah , la valeur de ne serait -ce que l’ aile d’ un moustique , Il n’ aurait même pas accordé une gorgée d’ eau à un mécréant . »

FDLR FDLR | w_freq: 23 - 20 | wiki_freq: 283 - 65 | sentence_idx: 167507 | align_1: 2-1 | align_2: 3-5 | ner_entity: FDLR-FDLR |    Has the FDLR stopped committing crimes now that several of its leaders have been arrested ? ||| Les FDLR ont - elles cessé de commettre des crimes maintenant que plusieurs de leurs dirigeants ont été arrêtés ?

1325 1325 | w_freq: 12 - 12 | wiki_freq: 2061 - 1364 | sentence_idx: 168846 | align_1: 2-3 | align_2: 3-7 | ner_entity: Resolution 1325-none |    With Resolution 1325 and the seven resolutions that build on it , we have the necessary commitments . ||| Avec la résolution 1325 ( 2000 ) et les sept résolutions qui s’ appuient sur elle , nous disposons des engagements nécessaires .

E-15 E-15 | w_freq: 42 - 43 | wiki_freq: 34 - 6 | sentence_idx: 169439 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-E-15 |    E-15 Not long ago , many of you read in the magazines about the little translation the Lord give me . ||| E-15 Il n’ y a pas longtemps , beaucoup parmi vous ont lu dans les magazines au sujet de la petite translation que le Seigneur m’ a donnée .

Padang Padang | w_freq: 4 - 4 | wiki_freq: 2706 - 325 | sentence_idx: 175051 | align_1: 2-1 | align_2: 3-6 | ner_entity: Gunung Padang-Gunung Padang |    Was Gunung Padang constructed in response to some kind of global or regional catastrophe ? ||| Gunung Padang a -t -il été construit en réponse à une sorte de catastrophe mondiale ou régionale ?

BO BO | w_freq: 9 - 12 | wiki_freq: 303 - 1053 | sentence_idx: 184993 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-BO |    BO could not and would not allow the military to destroy ISIS – why ? ||| BO ( Obama ) ne pouvait pas et ne voulait pas permettre à l’ armée de détruire ISIS – pourquoi ?

BO BO | w_freq: 9 - 12 | wiki_freq: 303 - 1053 | sentence_idx: 193656 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-BO |    BO could not and would not allow the military to destroy ISIS - why ? ||| BO ( Obama ) ne pouvait pas et ne voulait pas permettre à l’ armée de détruire ISIS – pourquoi ?

E-8 E-8 | w_freq: 45 - 43 | wiki_freq: 235 - 32 | sentence_idx: 196813 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-8 |    E-8 My wife also wanted to thank you all for your welcome last night ; she did n't get in last night . ||| E-8 ( 10 ) Ma femme aussi voulait vous remercier tous pour votre accueil d' hier soir ; elle n' est pas venue hier soir .

Rugova Rugova | w_freq: 2 - 2 | wiki_freq: 490 - 50 | sentence_idx: 200854 | align_1: 9-8 | align_2: 10-12 | ner_entity: Rugova-Rugova |    And is it true that in 1998 you and Rugova concluded ||| Est-il exact qu' en 1998 , vous et Rugova , vous en êtes

Georgians Géorgiens | w_freq: 20 - 21 | wiki_freq: 3432 - 1103 | sentence_idx: 201196 | align_1: 13-18 | align_2: 14-24 | ner_entity: Georgians-Géorgiens |    If there is no salt or bread on the table , then for Georgians there is " nothing to eat " . ||| S' il n' y a pas de sel ou de pain sur la table , alors pour les Géorgiens c' est qu’ il n’ y a " rien à manger " .

Inman Inman | w_freq: 5 - 5 | wiki_freq: 2972 - 175 | sentence_idx: 209400 | align_1: 6-5 | align_2: 7-10 | ner_entity: Bobby Ray Inman-Bobby Ray Inman |    K : Why was Bobby Ray Inman so helpful ? ||| KC : Pourquoi Bobby Ray Inman s’ est -il montré si serviable ?

Utrillo Utrillo | w_freq: 1 - 1 | wiki_freq: 208 - 427 | sentence_idx: 210035 | align_1: 1-3 | align_2: 2-7 | ner_entity: Utrillo-Utrillo |    Perhaps Utrillo started this work in 1911 or 1912 and reworked it later . ||| Peut - être Utrillo a -t -il commencé cette œuvre en 1911 ou 1912 et l’ a - t’ il retravaillée plus tard .

Schutz Schutz | w_freq: 3 - 3 | wiki_freq: 817 - 155 | sentence_idx: 210264 | align_1: 1-0 | align_2: 2-5 | ner_entity: Schutz-Schutz |    Was Schutz right too early with the one that is not without mentioning the future Panamera ? ||| Schutz a -t -il eu raison trop tôt avec celle qui n’ est pas sans évoquer la future Panamera ?

MEPs eurodéputés | w_freq: 125 - 44 | wiki_freq: 3214 - 293 | sentence_idx: 217241 | align_1: 8-6 | align_2: 9-11 | ner_entity: MEPs-none |    Why did no parliamentarian out of the 751 MEPs raise red flags about the issue before it became an actual rule ? ||| Pourquoi aucun parlementaire parmi les 751 eurodéputés n' a -t -il émis des drapeaux rouges sur la question avant qu' elle ne devienne une règle ?

Goyim goyim | w_freq: 5 - 9 | wiki_freq: 40 - 26 | sentence_idx: 223076 | align_1: 8-10 | align_2: 9-15 | ner_entity: Goyim-none |    Jews are the pride of creation , the Goyim are its scum . ” ||| Les juifs sont la fierté de la création , les goyim ( Gentils ) en sont le rebus . "

Trish Trish | w_freq: 8 - 7 | wiki_freq: 2366 - 536 | sentence_idx: 227135 | align_1: 4-5 | align_2: 5-9 | ner_entity: none-Trish |    Success Stories : Why Trish Sold Everything She Owned to Travel ||| Histoires de réussite : Pourquoi Trish a -t -elle vendu tout ce qu' elle possédait pour voyager

Netanyahu Netanyahu | w_freq: 292 - 199 | wiki_freq: 4862 - 189 | sentence_idx: 234336 | align_1: 1-0 | align_2: 2-6 | ner_entity: Netanyahu-Netanyahu |    Does Netanyahu not realize that even with the most powerful army in the Middle East his tiny state is very vulnerable ? ||| Netanyahu ne se rend -t -il pas compte que même avec l’ armée la plus puissante du Moyen-Orient , son petit État reste très vulnérable ?

YAHUSHUA YAHUSHUA | w_freq: 45 - 45 | wiki_freq: 0 - 0 | sentence_idx: 238387 | align_1: 2-2 | align_2: 3-9 | ner_entity: none-YAHUSHUA |    YAHUVEH and YAHUSHUA please have mercy on us as we go into the year of 2003 . ||| YAHUVEH et YAHUSHUA , s’ il VOUS plaît , ayez de la miséricorde sur nous alors que nous entrons dans l’ an 2003 .

E-156 E-156 | w_freq: 13 - 16 | wiki_freq: 0 - 0 | sentence_idx: 240625 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-156 |    E-156 Did He promise in Malachi 4 , what He would do in this last days ? ||| E-156 A - t - Il promis dans Malachie 4 ce qu' Il ferait en ces derniers jours ?

Punishment châtiment | w_freq: 38 - 359 | wiki_freq: 3420 - 2028 | sentence_idx: 242432 | align_1: 9-7 | align_2: 10-13 | ner_entity: none-Son châtiment } |    And they hope for His Mercy and fear His Punishment . ” ||| Ils espèrent Sa miséricorde et craignent Son châtiment } [ al Isrâ':57 ] .

Affect Affecte | w_freq: 25 - 5 | wiki_freq: 520 - 4 | sentence_idx: 246252 | align_1: 11-13 | align_2: 12-19 | ner_entity: none-Comment Il Affecte -t -elle le Développement de Nanotechnologie |    Patenting Nanotechnology - What is Class 977 and How Does It Affect Nanotechnology Development ? ||| Brevetant des Nanotechnologies - Qu' est -elle la Classe 977 et Comment Il Affecte -t -elle le Développement de Nanotechnologie ?

Julianne Julianne | w_freq: 13 - 12 | wiki_freq: 1582 - 385 | sentence_idx: 246611 | align_1: 2-2 | align_2: 3-7 | ner_entity: Julianne-Julianne |    This time Julianne only needed 1 minute and 29 seconds . ||| Cette fois Julianne n’ a eu besoin que de 1 minute et 29 secondes .

Sodas Sodas | w_freq: 4 - 3 | wiki_freq: 52 - 7 | sentence_idx: 248342 | align_1: 6-9 | align_2: 7-13 | ner_entity: none-Sodas |    Barely two years ago , 1642 Sodas was just an idea . ||| Il y a deux ans à peine , 1642 Sodas , ce n’ était qu’ une idée .

Depart Va | w_freq: 12 - 116 | wiki_freq: 171 - 1027 | sentence_idx: 254262 | align_1: 13-18 | align_2: 14-22 | ner_entity: none-Va |    He is not only unwise but blasphemous who says to another : " Depart ! you impede my exalted spiritual development . " ||| Non seulement il manque de sagesse , mais il blasphème celui qui dit à un autre : « Va - t’ en , tu fais obstacle à l' exaltation de mon développement spirituel ! »

Ramzan Ramzan | w_freq: 5 - 5 | wiki_freq: 739 - 145 | sentence_idx: 256999 | align_1: 2-1 | align_2: 3-6 | ner_entity: Ramzan-Ramzan |    When was Ramzan celebrated in 1984 ? ||| Quand Ramzan a -t -il été célébré en 1984 ?

L-128 E-128 | w_freq: 1 - 12 | wiki_freq: 1 - 0 | sentence_idx: 262850 | align_1: 0-0 | align_2: 1-6 | ner_entity: none-E-128 |    L-128 He could only look then and see where he could have been saved , but it was too late then . ||| E-128 A ce moment -là , il pouvait simplement regarder et voir là où il aurait pu être sauvé , mais c’ était trop tard , à ce moment -là .

Goyim Goyim | w_freq: 5 - 5 | wiki_freq: 40 - 8 | sentence_idx: 270866 | align_1: 8-10 | align_2: 9-15 | ner_entity: Goyim-Goyim |    Jews are the pride of creation , the Goyim are its scum . ” ||| Les Juifs sont la fierté de la création , les Goyim ( Gentils ) en sont le rebus . »

SNCB SNCB | w_freq: 7 - 7 | wiki_freq: 521 - 3838 | sentence_idx: 272936 | align_1: 0-1 | align_2: 1-6 | ner_entity: SNCB-SNCB |    SNCB has no intention , either in the near or distant future , of reproposing this service . ||| La SNCB quant à elle n’ a aucune intention , que ce soit dans un future proche ou lointain , de reproposer ce service .

tomorrow demain | w_freq: 1890 - 1903 | wiki_freq: 4903 - 2889 | sentence_idx: 278568 | align_1: 10-11 | align_2: 11-15 | ner_entity: tomorrow-none |    And all the leaders must give marriage proposals to Me tomorrow which we ’ll decide here and will finalise it here as many as possible . ||| Et tous les leaders doivent Me donner leurs propositions de mariage demain , à propos desquels nous déciderons et nous les finaliserons ici autant que possible .

Hermione Hermione | w_freq: 17 - 18 | wiki_freq: 2714 - 1353 | sentence_idx: 282631 | align_1: 2-1 | align_2: 3-6 | ner_entity: Hermione-Hermione |    Or has Hermione mistakenly assumed you still want to know as much as I can tell you ? " ||| Ou Hermione a -t -elle par erreur supposé que vous voulez toujours en savoir autant que je peux vous en dire ? "

Infringement Violation | w_freq: 2 - 4 | wiki_freq: 272 - 124 | sentence_idx: 287286 | align_1: 22-22 | align_2: 23-27 | ner_entity: none-Violation du droit d’ auteur |    Or , even worst , imagine that after your 665th sale , you receive an e-mail with the subject line : Copyright Infringement . ||| Ou , pire encore , imaginez qu’ après votre 665e vente , vous receviez un e-mail avec la ligne d’ objet : Violation du droit d’ auteur .

Chaturbate Chaturbate | w_freq: 9 - 5 | wiki_freq: 24 - 6 | sentence_idx: 308232 | align_1: 5-8 | align_2: 6-12 | ner_entity: Chaturbate-Chaturbate |    6 ) Has anyone from Chaturbate bought you anything ? ||| 7 ) Est -ce que quelqu’ un de Chaturbate t’ as déjà acheté quelque chose ?

L-115 E-115 | w_freq: 1 - 20 | wiki_freq: 0 - 2 | sentence_idx: 313950 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-115 |    L-115 As I said , take these old mother birds . ||| E-115 ( 44 ) Comme je l' ai dit , prenez ces vieilles mères oiseaux .

3]Tajikistan Tadjikistan | w_freq: 1 - 27 | wiki_freq: 0 - 2516 | sentence_idx: 314143 | align_1: 1-4 | align_2: 2-9 | ner_entity: 3]Tajikistan-Tadjikistan |    [ 3]Tajikistan alone controls more than 50 % . ||| [ 3 ] Le Tadjikistan , à lui tout seul , en contrôle plus de 50 % .

370,000 370.000 | w_freq: 4 - 2 | wiki_freq: 710 - 5 | sentence_idx: 316763 | align_1: 10-10 | align_2: 11-15 | ner_entity: only 370,000-none |    Who would dare to claim two million spectators while only 370,000 actually turned up ? ||| Qui oserait revendiquer deux millions de spectateurs alors que seulement 370.000 s’ y sont en fait rendus ?

Siddhartha Siddhartha | w_freq: 3 - 3 | wiki_freq: 1299 - 229 | sentence_idx: 317928 | align_1: 6-6 | align_2: 7-11 | ner_entity: Siddhartha-Siddhartha |    But he has given to me Siddhartha myself . ” ||| Mais il m’ a donné à Siddhartha , à moi - même . »

E-279 E-279 | w_freq: 8 - 11 | wiki_freq: 0 - 0 | sentence_idx: 319860 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-279 |    E-279 Have you all been here this week ? ||| E-279 ( 209 ) Avez -vous tous été ici cette semaine ?

Valvetronic Valvetronic | w_freq: 1 - 1 | wiki_freq: 52 - 11 | sentence_idx: 319978 | align_1: 3-3 | align_2: 4-8 | ner_entity: N54 Valvetronic-N54 Valvetronic |    The series N54 Valvetronic also not included . ||| La série N54 Valvetronic n’ est pas non plus entrée .

YAHUVEH YAHUVEH | w_freq: 52 - 53 | wiki_freq: 0 - 0 | sentence_idx: 321286 | align_1: 2-2 | align_2: 3-6 | ner_entity: none-YAHUVEH |    I , YAHUVEH give this new authority now . ||| MOI , YAHUVEH , JE vous donne cette nouvelle autorité maintenant .

Almighty Purâna | w_freq: 121 - 1 | wiki_freq: 2790 - 43 | sentence_idx: 326993 | align_1: 6-1 | align_2: 7-6 | ner_entity: none-Purâna |    That they should ascribe unto the Almighty a son . ||| Les Purâna - s en font un fils de l' Être - immense ( Brahmâ ) .

E-4 E-4 | w_freq: 45 - 43 | wiki_freq: 339 - 43 | sentence_idx: 341122 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-4 |    E-4 And I--I would be glad to finish the services up . ||| E-4 ( 7 ) Et je - je serais content d' en finir avec les services .

Bakas Bakas | w_freq: 1 - 1 | wiki_freq: 48 - 12 | sentence_idx: 342634 | align_1: 10-9 | align_2: 11-14 | ner_entity: Bakas-M. Bakas |    All of this leads us to ask why was Mr. Bakas never formally arrested ? ||| Tout cela nous amène à nous demander pourquoi M. Bakas n’ a -t -il jamais été formellement arrêté ?

Crispus Crispus | w_freq: 1 - 1 | wiki_freq: 605 - 174 | sentence_idx: 346637 | align_1: 6-5 | align_2: 7-10 | ner_entity: Crispus-Crispus |    Why , for example , was Crispus poisoned in Pola , of all places ? ||| Pourquoi , par exemple , Crispus a -t -il été empoisonné à Pola , de tous les endroits ?

E-4 E-4 | w_freq: 45 - 43 | wiki_freq: 339 - 43 | sentence_idx: 365504 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-4 |    E-4 You know , I think that our meetings are most surely too short . ||| E-4 ( 9 ) Vous savez , je trouve que nos réunions sont certainement trop courtes .

E-128 E-128 | w_freq: 14 - 12 | wiki_freq: 0 - 0 | sentence_idx: 367676 | align_1: 0-0 | align_2: 1-6 | ner_entity: none-E-128 |    E-128 He could only look then and see where he could 've been saved , but it was too late then . ||| E-128 A ce moment -là , il pouvait simplement regarder et voir là où il aurait pu être sauvé , mais c’ était trop tard , à ce moment -là .

