Josephus Josephus | w_freq: 18 - 2 | wiki_freq: 4535 - 21 | sentence_idx: 6530 | align_1: 1-5 | align_2: 2-12 | entity: Flavius Josephus - none |    Flavius Josephus wrote , “ One may call this place the ambition of Nature . ” ||| 第 1 世纪 历史学家 Flavius Josephus 对 该 地区 印象深刻 ， 他 写道 ： “ One may call this place the ambition of Nature 。 
Parallel 三八线 | w_freq: 26 - 2 | wiki_freq: 6806 - 413 | sentence_idx: 16883 | align_1: 14-8 | align_2: 15-13 | entity: 38th Parallel - none |    In other words , at the moment when the enemy troops cross the 38th Parallel we will badly need direct military assistance from the Soviet Union . ||| “ 也就是说   ， 当 敌军 越过 三八线 时   ， 我们 非常 需要 苏联 的 直接 军事 援助    。 

Parallel 三八线 | w_freq: 26 - 2 | wiki_freq: 6806 - 413 | sentence_idx: 16884 | align_1: 14-9 | align_2: 15-14 | entity: 38th Parallel - none |    In other words , at the moment when the enemy troops cross the 38th Parallel we will badly need direct military assistance from the Soviet Union . ||| “ 也就是说    ， 当 敌军 越过 三八线 时   ， 我们 非常 需要 苏联 的 直接 军事 援助   。 

Samay Samay | w_freq: 5 - 10 | wiki_freq: 299 - 0 | sentence_idx: 20999 | align_1: 4-4 | align_2: 5-11 | entity: Soluna Samay - none |    13 Denmark English Soluna Samay " Should 've Known Better " — 9 63 ||| 丹麦 英语 6 Soluna Samay （ 英语 ： Soluna Samay ） " Should've Known Better （ 英语 ： Should've Known Better ） " — 9 63 

Mohenjo-Daro Mohenjo-Daro | w_freq: 1 - 1 | wiki_freq: 61 - 1 | sentence_idx: 22339 | align_1: 4-7 | align_2: 5-12 | entity: Mohenjo-Daro - Mohenjo-Daro |    Do you believe that Mohenjo-Daro was destroyed by nuclear weapons thousands of years ago ? ||| 你 相 不 相信 摩亨 卓达罗 ( Mohenjo-Daro ) 这个 古 城市 是 在 好几千年 以前 被 核子 武器 毁灭 的 ？ 

Oury 杰拉德·欧利 | w_freq: 2 - 2 | wiki_freq: 277 - 1 | sentence_idx: 32318 | align_1: 12-8 | align_2: 13-13 | entity: Gérard Oury - 杰拉德·欧利 |    She then lived with actor / writer / film director , Gérard Oury until he died in 2006 . ||| 然后 ， 她 与 电影 演员 / 作家 杰拉德·欧利 住 在 一起 ， 直到 他 在 2006年 死亡 。 

Samay Samay | w_freq: 5 - 10 | wiki_freq: 299 - 0 | sentence_idx: 40126 | align_1: 3-4 | align_2: 4-11 | entity: Soluna Samay - none |    Denmark English Soluna Samay " Should 've Known Better " _ _ 23 21 ||| 丹麦 英语 6 Soluna Samay （ 英语 ： Soluna Samay ） " Should've Known Better （ 英语 ： Should've Known Better ） " — 23 21 

Samay Samay | w_freq: 5 - 10 | wiki_freq: 299 - 0 | sentence_idx: 47784 | align_1: 3-5 | align_2: 4-12 | entity: Soluna Samay - none |    15 Denmark Soluna Samay " Should 've Known Better " English 23 21 ||| 15 丹麦 英语 6 Soluna Samay （ 英语 ： Soluna Samay ） " Should've Known Better （ 英语 ： Should've Known Better ） " — 23 21 

Analytics Analytics | w_freq: 149 - 79 | wiki_freq: 3180 - 60 | sentence_idx: 50403 | align_1: 15-9 | align_2: 16-13 | entity: Analytics - none |    Do not remove , obstruct , distort , or alter any element of a Google Analytics trademark . ||| 请勿 移除 、 遮挡 、 扭曲 或 更改 Google Analytics （ 分析 ） 商标 的 任何 元素 。 

Esme Esme | w_freq: 10 - 5 | wiki_freq: 1064 - 3 | sentence_idx: 56375 | align_1: 11-8 | align_2: 12-14 | entity: Esme - none |    If it ’s a problem later , we can do what Esme did—we’ll adopt . ” ||| 如果 以后 有 问题 ， 我们 可以 做 Esme 所 做 的 ， 我们 会 采纳 的 。 

Hegel 黑格尔 | w_freq: 15 - 16 | wiki_freq: 4294 - 754 | sentence_idx: 58531 | align_1: 4-2 | align_2: 5-6 | entity: Hegel - 黑格尔 |    So far as this Hegel seems on the side of revolution . ||| 就 这个 黑格尔 而言 ， 似乎 站 在 革命 的 一边 。 

Resurrection 古兰经 | w_freq: 70 - 399 | wiki_freq: 7651 - 2268 | sentence_idx: 59193 | align_1: 23-20 | align_2: 24-25 | entity: Day of Resurrection - none |    Allah 's Questions to Jesus Almighty Allah asserted : " And ( remember ) when Allah will say ( on the Day of Resurrection ): ' O Jesus son of Mary . ||| 至高无上 的 真主 说 ： “ 当时 ， 真主 将 说 ： ‘ 麦尔彦之子尔撒 啊 ！ ’ ” （ 《 古兰经 》 5 ： 116 ） 在 这 段 经文 中 讲到 真主 在 说话 ， 他 的 话语 是 能够 听到 的 ， 是 有声 的 ； 他 的 话语 是 词句 。 

Madiba 马迪巴 | w_freq: 6 - 6 | wiki_freq: 108 - 4 | sentence_idx: 60063 | align_1: 6-5 | align_2: 7-9 | entity: Madiba - 马迪巴 |    “ Over the past 24 years Madiba taught us how to come together and to believe in ourselves and each other . ||| “ 过去 24年 来 ， 马迪巴 （ 曼德拉 ） 教会 我们 如何 团结 ， 如何 相信 自己 和 彼此 。 

Smile 微笑 | w_freq: 42 - 786 | wiki_freq: 8349 - 1630 | sentence_idx: 61990 | align_1: 14-18 | align_2: 15-22 | entity: The Jaguar Smile - none |    I did n't meet Bono in Nicaragua , but he did read The Jaguar Smile . ||| 我 没有 在 尼加拉瓜 见 过 波诺   ， 但 他 确实 读 过 《 美洲虎 的 微笑 》   。 

Dobson 艾露恩 | w_freq: 14 - 1 | wiki_freq: 6137 - 0 | sentence_idx: 66826 | align_1: 0-0 | align_2: 1-5 | entity: Dobson - 艾露恩 |    Dobson warns that “ [ o]nly the Lord knows the condition of a person ’s heart . ” ||| 艾露恩 一 愣 ， 错愕 道 ： “ 神帝 居然 不知 神 之 盟约 。 

Nanopore Nanopore | w_freq: 1 - 1 | wiki_freq: 96 - 1 | sentence_idx: 90153 | align_1: 13-20 | align_2: 14-24 | entity: Oxford Nanopore - Oxford Nanopore |    The new machine is also not an answer to another competitor , Oxford Nanopore . ||| 而且 ， 这 台 新 机器 也 不 能 解决 另 一个 竞争 对手 —— 牛津 纳米孔 公司 （ Oxford Nanopore ） 的 问题 。 

Isbister bister | w_freq: 2 - 2 | wiki_freq: 231 - 1 | sentence_idx: 94146 | align_1: 4-2 | align_2: 5-7 | entity: Katherine Isbister - Katherine Is bister |    An evening with Katherine Isbister : How Games Move Us – Emotion by Design ||| Katherine Is bister 《 游戏 情感 设计 ： 如何 触动 玩家 的 心灵 》 （ How Games Move Us : Emotion by Design ） 

Isbister Is | w_freq: 2 - 448 | wiki_freq: 231 - 1282 | sentence_idx: 94146 | align_1: 4-1 | align_2: 5-7 | entity: Katherine Isbister - Katherine Is bister |    An evening with Katherine Isbister : How Games Move Us – Emotion by Design ||| Katherine Is bister 《 游戏 情感 设计 ： 如何 触动 玩家 的 心灵 》 （ How Games Move Us : Emotion by Design ） 

Ludicrous Ludicrous | w_freq: 2 - 2 | wiki_freq: 47 - 1 | sentence_idx: 100631 | align_1: 7-10 | align_2: 8-16 | entity: Ludicrous - none |    “ We do n’t do Ludicrous because Ludicrous speed is stupid . ||| 「 我们 不 会 做出 什么 Ludicrous 模式 ， 因为 Ludicrous （ 见 备注 ） 的 速度 很 蠢 。 

DeFeo DeFeo | w_freq: 3 - 3 | wiki_freq: 262 - 0 | sentence_idx: 103887 | align_1: 16-15 | align_2: 17-20 | entity: Jay DeFeo - Jay DeFeo |    But , she points out , “ ten years ago people did n’t really know Jay DeFeo . ” ||| 但是 ， 她 指出 ： “ 十 年前 还 没有 人 知道 杰・德菲奥 （ Jay DeFeo ） 是 谁 呢 。 

Paran 巴兰山 | w_freq: 4 - 3 | wiki_freq: 397 - 0 | sentence_idx: 118704 | align_1: 12-9 | align_2: 13-14 | entity: Mount Paran - 巴兰山 |    " God came from Teman , and the Holy One from Mount Paran . " ||| “ 神 从 提幔 而 来 ， 圣者 从 巴兰山 临到 （ 细拉 ） 。 

Philippians 腓立 | w_freq: 27 - 28 | wiki_freq: 402 - 136 | sentence_idx: 122009 | align_1: 9-8 | align_2: 10-13 | entity: Philippians - 腓立 比 |    When this happens , Paul 's prophecy to the Philippians regarding the end result of God 's plan will finally be fulfilled : ||| 当 这 发生 时 ， 保罗 在 《 腓立 比 书 》 中 关于 上帝 计划 的 最终 结果 的 预言 将 应验 ： 

PowerPoint PowerPoint | w_freq: 47 - 51 | wiki_freq: 1140 - 158 | sentence_idx: 127037 | align_1: 21-17 | align_2: 22-21 | entity: PowerPoint - none |    If you 're working 80 hours a week in IB but 50 of those hours are spent on shading boxes in PowerPoint you 're really not learning that much about the sector . ||| 如果 你 每周 工作 80 小时 在 IB 工作 ， 但 其中 的 50 小时 花费 在 PowerPoint 中 ， 那么 你 对 这个 领域 的 真正 了解 不 多 。 

Sulaym 禹誓 | w_freq: 1 - 14 | wiki_freq: 321 - 2 | sentence_idx: 127510 | align_1: 8-10 | align_2: 9-17 | entity: Sulaym - 禹誓 |    I swear by Allah ( swt ) O Sulaym ! ||| 且 不 唯 《 泰誓 》 为然 ， 虽 《 禹誓 》 即 亦 犹 是 也 。 

Bind Bind | w_freq: 4 - 1 | wiki_freq: 575 - 25 | sentence_idx: 131475 | align_1: 2-7 | align_2: 3-11 | entity: Bind - none |    The Time Bind says , wait a minute , what if home has become work and work has become home ? ||| 《 时间 麻烦 》 （ The Time Bind ） 里 就 说 ， 等 一下 ， 要是 家庭 已经 成 了 工作 ， 而 工作 也 已 成 了 家庭 ， 那 该 怎么办 ？ 

Scully Scully | w_freq: 10 - 3 | wiki_freq: 8084 - 17 | sentence_idx: 131586 | align_1: 18-13 | align_2: 19-21 | entity: Scully - none |    For years , this program had federal contractors scurrying around trying to identify unexplained phenomena like Mulder and Scully instead of developing new and innovative ways to kill people . ||| 多年 来 ， 这个 计划 让 联邦 承包商 急于 寻找 像 Mulder 和 Scully 这样 的 无法 解释 的 现象 ， 而 不是 开发 新 的 和 创新 的 方法 来 升级 武器 。 

Raytheon Raytheon | w_freq: 4 - 3 | wiki_freq: 2445 - 17 | sentence_idx: 131989 | align_1: 16-19 | align_2: 17-24 | entity: Raytheon - Raytheon |    When eight students expressed interest in starting a security club , they had to persuade a Raytheon employee to meet with them once a week . ||| 当 八 名 学生 有 兴趣 成立 一家 网络 安全 俱乐部 时 ， 他们 不得不 说服 雷声 公司 ( Raytheon ) 的 一 位 雇员 每 周 与 他们 见 一 次 面 。 

A’Dam A' | w_freq: 1 - 6 | wiki_freq: 0 - 72 | sentence_idx: 133911 | align_1: 21-19 | align_2: 22-24 | entity: A’Dam - none |    Most of these views of Amsterdam wo n’t cost you more than the price of a coffee , but to experience A’Dam Lookout you ’ll need to buy a ticket . ||| 大多数 阿姆斯特丹 的 这些 景色 不 会 花费 您 超过 一 杯 咖啡 的 价格 ， 但 要 体验 A' Dam观 景台 ( A'Dam Lookout ) ， 您 需要 买 一 张 门票 。 

Carpenters 巨星 | w_freq: 6 - 86 | wiki_freq: 2250 - 5012 | sentence_idx: 142338 | align_1: 1-1 | align_2: 2-5 | entity: Carpenters - none |    The Carpenters – Calling Occupants of Interplanetary Craft ( 1977 ) . ||| 【 巨星 回顾 】 卡朋特 《 Calling Occupants Of Interplanetary Craft 》 （ 1977 ） 

Flavius Flavius | w_freq: 3 - 2 | wiki_freq: 2084 - 34 | sentence_idx: 142394 | align_1: 0-3 | align_2: 1-11 | entity: Flavius - none |    Flavius wrote , " One may call this place the ambition of Nature . " ||| 第1 世纪 历史学家 Flavius Josephus 对 该 地区 印象深刻 ， 他 写道 ： “ One may call this place the ambition of Nature 。 

MRA MRA | w_freq: 13 - 12 | wiki_freq: 741 - 21 | sentence_idx: 143011 | align_1: 7-8 | align_2: 8-14 | entity: MRA - none |    As of 1 January 2017 the existing MRA is replaced by the new Member Pathway Agreement ( MPA ) and there will be additional study requirements . ||| 自 2017年 1月 1日 起 ， 现有 的 MRA （ Mutual Recognition Agreement ） 将 被 新 的 会员 互 认 协议 MPA （ Member Pathway Agreement ） 取代 ， 并 将 有 额外 的 学习 要求 。 

Proud Proud | w_freq: 16 - 3 | wiki_freq: 4664 - 34 | sentence_idx: 143355 | align_1: 4-5 | align_2: 5-16 | entity: Peter Proud - none |    The Reincarnation of Peter Proud ( 1975 ) , supernatural detective story about a man who solves his own murder from a previous life . ||| 《 The Reincarnation of Peter Proud （ 英语 ： The Reincarnation of Peter Proud ） 》 （ 1975 ） 是 一个 超自然 现象 侦探 故事 ， 讲述 的 是 一个 人 从 生前 侦破 了 他 自己 的 谋杀案 。 

Yoko 洋子 | w_freq: 11 - 1 | wiki_freq: 4478 - 345 | sentence_idx: 145714 | align_1: 7-6 | align_2: 8-11 | entity: Yoko - none |    Paul kissed the widows and chatted with Yoko as if they ’d never been anything but best friends . ||| 保罗 亲吻 了 寡妇们 ， 和 洋子 聊 了 聊 ， 好像 她们 从来 都 不是 最好 的 朋友 。 

Pharisee 西门 | w_freq: 13 - 9 | wiki_freq: 337 - 2296 | sentence_idx: 146665 | align_1: 1-0 | align_2: 2-6 | entity: Pharisee - 西门 |    The Pharisee thought : If this one were a prophet , he would know that this woman is a sinner . ||| 西门 看见 这 事 ， 心里 说 ： 这 人 若是 先知 ， 必 知道 摸 他 的 是 个 罪女 。 

Chorus Chorus | w_freq: 6 - 8 | wiki_freq: 9292 - 80 | sentence_idx: 146995 | align_1: 10-21 | align_2: 11-28 | entity: Chorus - none |    In Ireland , since 1990,[6 ] UPC Ireland ( previously Chorus and NTL Ireland ) offered MMDS TV services almost nationwide . ||| 在 爱尔兰 ， 自 1990年 起 [ 6 ] ， UPC Ireland （ 英语 ： UPC Ireland ） （ 以前 为 Chorus （ 英语 ： Chorus Communications ） 和 NTL Ireland （ 英语 ： NTL Ireland ） ） 为 几乎 全国 提供 MMDS TV 服务 。 

Delfi.lt Delfi.lt | w_freq: 1 - 1 | wiki_freq: 4 - 0 | sentence_idx: 147967 | align_1: 38-38 | align_2: 39-43 | entity: Delfi.lt - none |    That moment on the stage opened many new possibilities for me and my organization – I was invited to talk at the Lithuanian National Broadcaster at the morning show and the biggest news portal in Baltic states – Delfi.lt . ||| 在 台上 的 那 一刻 为 我 和 我 的 组织 开辟 了 许多 新 的 可能性 —— 我 受邀 在 立陶宛 国家 广播 公司 的 晨间 节目 和 波罗的海 国家 最 大 的 新闻 门户 德尔菲网 （ Delfi.lt ） 接受 了 访谈 。 

ICAO 民航 | w_freq: 33 - 66 | wiki_freq: 3190 - 3742 | sentence_idx: 152285 | align_1: 0-1 | align_2: 1-8 | entity: ICAO - 国际 民航 组织 |    ICAO is convening a High-level Safety Conference with all of its 191 Member States in February 2015 . ” ||| 国际 民航 组织 在 会议 上 决定 ， 将 于 2015年 2月 召集 其 全部 191 个 成员国 的 高 级别 安全 会议 。 

Macintosh Macintosh | w_freq: 50 - 41 | wiki_freq: 8887 - 535 | sentence_idx: 153740 | align_1: 5-0 | align_2: 6-4 | entity: Macintosh - none |    “ The development of the Macintosh computer was one of these events , and it has changed our lives forever . ||| Macintosh （ 麦金塔 ） 电脑 的 发明 就是 这些 事物 之一 ， 它 永远 的 改变 了 我们 的 生活 。 

Yong Yong | w_freq: 10 - 6 | wiki_freq: 6231 - 69 | sentence_idx: 154750 | align_1: 18-18 | align_2: 19-23 | entity: Yong - none |    I do n't really have an answer so I 'll talk about my new album , Kwon Ji Yong -- my real name . ||| 我 并没有 一个 完整 的 答案 ， 所以 我 将 谈谈 我 的 新 专辑 《 Kwon Ji Yong 》 ， 这 也 是 我 的 真 名 。 

Scriptures 灯 | w_freq: 61 - 289 | wiki_freq: 2872 - 3780 | sentence_idx: 155885 | align_1: 7-6 | align_2: 8-11 | entity: Scriptures - none |    And he asked her to open the Scriptures . ||| 他 并且 要求 开 一 盏 灯 ， 以便 记 下来 。 

Kriya Kriya | w_freq: 1 - 1 | wiki_freq: 330 - 0 | sentence_idx: 157816 | align_1: 5-8 | align_2: 6-12 | entity: Kriya - Surya Kriya |    Fundamentally , I did Surya Kriya , but in a completely different way than the way you are doing it right now . ||| 从 根本 上 看 ， 我 做 Surya Kriya （ 苏利亚克里亚 ） ， 但 和 你们 现在 做 的 方式 完全 不同 。 

CNTE CNTE | w_freq: 1 - 1 | wiki_freq: 38 - 1 | sentence_idx: 162155 | align_1: 6-5 | align_2: 7-9 | entity: CNTE - none |    He was , according to the CNTE , only one of 151 teachers murdered in the preceding decades . ||| 根据 全国 协调 委员会 （ CNTE ） 的 说法 ， 在 过去 几十 年中 ， 151 名 教师 中 只有 一 人 被 谋杀 。 

Gees Gees | w_freq: 5 - 6 | wiki_freq: 2850 - 29 | sentence_idx: 164532 | align_1: 2-1 | align_2: 3-6 | entity: Gees - Bee Gees |    The Bee Gees - Too much heaven ||| Bee Gees ( 比吉斯 合唱团 ) - Too Much Heaven ( 太 多 的 天堂 ) 

Bev 升华 | w_freq: 9 - 9 | wiki_freq: 1624 - 908 | sentence_idx: 167672 | align_1: 7-9 | align_2: 8-18 | entity: Bev - none |    Then , when all is revealed , Bev gets off so easy ! ! ||| 当 全部 过程 回复 简单 平静 ， 一 种 升华 ， 将 在 最初 的 纯粹 中 ， 获得 完美 。 

FYROM FYROM | w_freq: 2 - 2 | wiki_freq: 54 - 1 | sentence_idx: 178447 | align_1: 6-3 | align_2: 7-13 | entity: FYROM - none |    However , for the inhabitants of FYROM , it also has an ethnic sense , since many ( or most ) Slavic-speaking inhabitants of FYROM consider themselves to be Macedonian in an ethnic sense . ||| 然而 ， 对于 FYROM ( 前 南斯拉夫 马其顿 共和国 ) 的 居民 而言 ， 它 也 有 种族 涵义 ， 因为 FYROM 里 许多 ( 或 大部分 )斯拉夫 语系 的 居民 在 种族 上认 为 自己 是 马其顿 人 。 

BusinessWeek 周刊 | w_freq: 4 - 62 | wiki_freq: 704 - 9242 | sentence_idx: 182931 | align_1: 6-7 | align_2: 7-11 | entity: BusinessWeek - 商业 周刊 |    And we 're especially proud that BusinessWeek continues to grow and now exceeds 4.8 million readers each week . ||| 我们 尤其 自豪 的 是 《 商业 周刊 》 的 读者群 持续 增长 , 现在 已经 达到 每周 480万 读者 。 

Romelu 罗梅卢 | w_freq: 7 - 2 | wiki_freq: 195 - 0 | sentence_idx: 185872 | align_1: 4-5 | align_2: 5-9 | entity: Romelu - 罗梅卢 |    “ I always said Romelu was a rough diamond that needed work to smooth him out . ||| “ 我 一直 说 ， 罗梅卢 （ 卢卡库 ） 是 一 颗 待 打磨 的 钻石 ， 需要 做 工作 把 他 擦亮 。 

ICE ICE | w_freq: 141 - 130 | wiki_freq: 5961 - 747 | sentence_idx: 189008 | align_1: 11-16 | align_2: 12-20 | entity: ICE - none |    Under this President and this administration , we will never abolish ICE . ||| 我 保证 ， 在 这 届 政府 的 领导 下 ， 我们 永远 不 会 废除 ICE ！ （ 掌声 。 

Lota 安拉 | w_freq: 2 - 159 | wiki_freq: 534 - 280 | sentence_idx: 192382 | align_1: 2-6 | align_2: 3-19 | entity: Lota - 安拉 |    presence of Lota and Mary , shrinking from their ||| 古兰经 轻而易举 地 误称 之 为 安拉 （ 万有之主 ， 太 一 神 ） ， 麦尔彦 （ 圣母 ） 和 尔撒 （ 圣子 ） 。 

Jeffries Jeffries | w_freq: 6 - 3 | wiki_freq: 4440 - 22 | sentence_idx: 193278 | align_1: 24-28 | align_2: 25-33 | entity: James J. Jeffries - none |    He then mowed down a series of ” great white hopes , ” culminating in 1910 with the undefeated former champion , James J. Jeffries . ||| 然后 ， 他 将 一 系列 “ 美好 的 白色 希望 ” 修剪 下来 ， 最终 在 1910年 与 不败 的 前 冠军 詹姆斯·杰弗里斯 （ James J . Jeffries ） 达成 了 高潮 。 

IST IST | w_freq: 4 - 3 | wiki_freq: 2367 - 58 | sentence_idx: 194196 | align_1: 11-10 | align_2: 12-14 | entity: IST - none |    Assam ’s decision to move its clocks an hour ahead of IST could lead to problems for the country ’s airlines , railways and communications services , all of which operate on IST . ||| 阿萨姆邦 决定 将 其 时钟 提前 一 小时 推迟 到 IST ， 这 可能 会 导致 该国 的 航空 公司 ， 铁路 和 通信 服务 出现 问题 ， 所有 这些 服务 都 依赖 于 IST 。 

Untouchables Untouchables | w_freq: 1 - 1 | wiki_freq: 1178 - 4 | sentence_idx: 199113 | align_1: 14-15 | align_2: 15-20 | entity: Untouchables - none |    When I was in high school , I had a band called the “ Untouchables , ” but we also called ourselves the “ Afroholics . ” ||| 我 还 在 念 高中 的 时候 ， 组 了 一个 团 ， 叫做 “ Untouchables ” （ 铁面无私 ） ， 不过 我们 也 把 自己 叫做 “ Afroholics ” （ 非洲 狂热者 ） 。 

Viola Viola | w_freq: 9 - 6 | wiki_freq: 8280 - 188 | sentence_idx: 200426 | align_1: 16-22 | align_2: 17-27 | entity: Bill Viola - Bill Viola |    Though they are not very famous , a lot of artists like Douglas Gordon and Bill Viola were inspired by his films . ||| 尽管 那些 作品 并 不是 非常 出名 ， 但 很多 艺术家 ， 如 道格拉斯·戈登 （ Douglas Gordon ） 和 比尔·维奥拉 （ Bill Viola ） 等 ， 都 曾 受 其 电影 启发 。 

Elvira 埃尔维拉 | w_freq: 7 - 3 | wiki_freq: 4111 - 21 | sentence_idx: 211520 | align_1: 12-10 | align_2: 13-18 | entity: Elvira - 埃尔维拉 |    ( Revelation 18:4 ) I also needed to legalize my marriage with Elvira . ||| （ 启示录 １８：４ ） 另外 ， 我 也 须要 跟 埃尔维拉 登记 结婚 ， 成为 合法 的 夫妻 。 

FAIR 公平 | w_freq: 12 - 2194 | wiki_freq: 869 - 6077 | sentence_idx: 217701 | align_1: 18-11 | align_2: 19-16 | entity: FAIR Education Act - none |    But for recent California editions , publishers wrote thousands of words of new text in response to the FAIR Education Act , a law signed by Governor Brown in 2011 . ||| 但是 对于 最近 的 加利福尼亚州 版本 ， 出版商 为 回应 《 公平 教育法 》 （ Fair Education Act ） 而 写 了 数千 个 新 文字 ， 这是 由 州长 布朗 于 2011年 签署 的 一 项 法律 。 

Qur’an snunu | w_freq: 192 - 1 | wiki_freq: 541 - 0 | sentence_idx: 218970 | align_1: 2-2 | align_2: 3-12 | entity: Qur’an - none |    As the Qur’an makes it clear in Surat ’ Ash-Shams : ||| 【 在 snunu ( 天上 的 星亮 晶晶 ) 的 大作 中 提到 : 】 

Liffey Liffey | w_freq: 1 - 1 | wiki_freq: 1354 - 3 | sentence_idx: 220698 | align_1: 19-46 | align_2: 20-52 | entity: Liffey - none |    That there That 's not me I go Where I please I walk through walls I float down the Liffey I 'm not here This is n't happening ||| 更 多 西洋 歌词 翻译 ， 请 见 三分钟热度 的 音乐 地下室 I go ( 我 要 去 … ) Where I please ( 任何 一个 我 喜欢 的 地方 ) I walk through walls ( 我 走过 这 片 墙 ) I float down the Liffey ( 我 漂流 过利菲河 ) I'm not here ( 其实 ， 我 不 在 这里 ) This isn't happening ( 理论 上 ， 这种 事 不 会 发生 ) I'm not here ( 我 不 在 这 ) 

Critchley Critchley | w_freq: 2 - 2 | wiki_freq: 642 - 2 | sentence_idx: 225836 | align_1: 12-22 | align_2: 13-28 | entity: Simon Critchley - none |    What We Think About When We Think About Soccer , by Simon Critchley . ||| 当 我们 想到 足球 时 ， 我们 在 想 些 什么 What We Think About When We Think About Soccer by Simon Critchley （ 足球 ） 英文 原版 书 

Yustinus Yustinus | w_freq: 1 - 1 | wiki_freq: 12 - 0 | sentence_idx: 228726 | align_1: 16-15 | align_2: 17-21 | entity: Yustinus - none |    The cut will cost the government around Rp 2.5 trillion a year , which according to Yustinus should be seen as an investment , as the policy is expected to increase the tax base . ||| 这 一 削减 将 使 政府 每年 损失 约 2.5万亿 卢比   ， 根据 Yustinus 的 说法  ， 这 应该 被 视为 一 项 投资  ， 因为 该 政策 预计 将 增加 税收 基础  。 

PSG PSG | w_freq: 27 - 23 | wiki_freq: 4026 - 126 | sentence_idx: 229099 | align_1: 3-3 | align_2: 4-8 | entity: PSG - none |    “ City , PSG – they ’ve always been the global inflaters . ||| “ 城市 ， PSG [ 巴黎 圣日耳曼 ] – 他们 一直 是 全球性 的 热潮 。 

Spaniard 西班牙人 | w_freq: 18 - 119 | wiki_freq: 3686 - 2946 | sentence_idx: 232650 | align_1: 26-28 | align_2: 27-33 | entity: Spaniard - 西班牙人 |    " Very happy , it was a very tough match , both of us played a very high level of tennis , " said the 31-year-old Spaniard . ||| “ 非常 高兴 ， 这是 一 场 非常 艰难 的 比赛 ， 我们 两 人 都 打 得 非常 高 水平 的 网球 ， ” 31 岁 的 西班牙人 ， 头号 种子 说 。 

Deuce 堕落街 | w_freq: 2 - 4 | wiki_freq: 1632 - 6 | sentence_idx: 232956 | align_1: 1-0 | align_2: 2-6 | entity: The Deuce - none |    The Deuce Season 2 Episode 5 – All You ’ll Be Eating is Cannibals ||| 堕落街 传奇 ( 足本版 ) 第2 季 第5 集 - All You'll Be Eating Is Cannibals 

Qur'an 古兰经 | w_freq: 132 - 399 | wiki_freq: 6037 - 2268 | sentence_idx: 241495 | align_1: 6-8 | align_2: 7-12 | entity: Qur'an - none |    16:98 So when you recite the Qur'an , [ first ] seek refuge in Allah from Satan , the expelled [ from His mercy ] . ||| 16 : 98 当 你 要 诵读 《 古兰经 》 的 时候 ， 你 应当 求 真主 保护 ， 以 防受 诅咒 的 恶魔 的 干扰 。 

