Thessalonians 撒罗尼迦 | w_freq: 8 - 6 | wiki_freq: 563 - 92 | sentence_idx: 38 | align_1: 1-2 | align_2: 2-6 |    2 Thessalonians 2 tells us more about this end-time False Prophet . ||| 《 帖 撒罗尼迦 后 书 》 2 里 告诉 我们 更 多 关于 这 终期 的 “ 假 先知 ” 的 事 。 
CSO CSO内森 | w_freq: 14 - 1 | wiki_freq: 1478 - 0 | sentence_idx: 3962 | align_1: 10-10 | align_2: 11-15 |    It has begun to see progress , with co-founder and CSO Nathan Blecharczyk recently revealing that the country is one of its five fastest growing markets worldwide . ||| 该 公司 已 开始 看到 进展 ， 联合 创始人 兼 CSO内森 ・ 布雷 查奇克 ( Nathan Blecharczyk ) 最近 透露 ， 中国 是 全球 增长 最 快 的 五 个 市场 之一 。 

RPG RPG | w_freq: 22 - 30 | wiki_freq: 7302 - 1188 | sentence_idx: 3980 | align_1: 6-6 | align_2: 7-14 |    When you talk about CP2077 FPP RPG , you see what we mean by ‘ immersion ’ ? ||| 当 我们 将 CP2077 作为 FPP RPG ( 第一 人称 角色 扮演 ) 时 ， 您 是否 看到 了 “ 浸入式 ” 的 含义 ？ 

jealous 嫉妒 | w_freq: 182 - 315 | wiki_freq: 11571 - 1217 | sentence_idx: 4258 | align_1: 5-4 | align_2: 6-8 |    Sometimes , when girls are jealous they pretend to be busy because they do not . ||| 有时候 ， 当 女孩们 嫉妒 的 时候 ， 她们 会 假装 很 忙 ， 因为 她们 不 想 被 忽视 。 

Odyssey Odyssey | w_freq: 34 - 19 | wiki_freq: 9383 - 104 | sentence_idx: 4325 | align_1: 13-18 | align_2: 14-23 |    " Two of my friends and I created a project called Electric Powered Odyssey , through which we hope to spread the news about this new way of adventure traveling . " ||| 「 我 和 两 个 朋友 共同 创建 了 一个 名 为 『 电能 奥德赛 ( Electric Powered Odyssey ) 』 的 计划 ， 通过 它 ， 我们 希望 传播 这种 新 冒险 旅行 方式 的 消息 。 

Petya 彼佳 | w_freq: 12 - 5 | wiki_freq: 264 - 0 | sentence_idx: 4776 | align_1: 8-11 | align_2: 9-15 |    At this his wife said , ‘ Oh Petya , if you want to do that , go ahead . ’ ||| ’ 对此 ， 他 的 妻子 说 ， ‘ 哦 ， 彼佳 [ 2 ] ， 如果 你 想 这么 做 的话 ， 就 这么 做 吧 。 

scrutinized 审查 | w_freq: 33 - 2011 | wiki_freq: 1435 - 14645 | sentence_idx: 4800 | align_1: 29-31 | align_2: 30-35 |    Americans , regardless of party-affiliation or political involvement , will begin to realize what an effective Secretary of State Hillary Clinton was , as her replacement begins to be scrutinized for failing to live up to the incredibly high standard she set . ||| 无论 党派 关系 或 政治 ​​ 参与   ， 美国人 都会 开始 意识 到 希拉里克林顿 有效 的 国务卿 是 什么   ， 因为 她 的 替代品 开始 受到 严格 审查   ， 因为 她 没有 达到 她 设定 的 令 人 难以置信 的 高标准  。 

blogs 博客 | w_freq: 219 - 1552 | wiki_freq: 7525 - 2845 | sentence_idx: 6714 | align_1: 8-8 | align_2: 9-13 |    Because of this , we collected the following blogs and present you a list of 11 web development blogs worth reading . ||| 因此   ， 我们 收集 了 以下 博客    ， 并 向 您 展示 了 11 个 值得 阅读 的 web 开发 博客  。 

drowned 长大 | w_freq: 101 - 837 | wiki_freq: 14130 - 9232 | sentence_idx: 7380 | align_1: 8-9 | align_2: 9-18 |    His brother same beneath the ice and was drowned . ||| 他 的 弟弟 福长安 ， 也 是 在 宫中 长大 的 ， 并且 同样 深 得 乾隆 重用 。 

yes 是的 | w_freq: 1044 - 2305 | wiki_freq: 9647 - 4695 | sentence_idx: 7863 | align_1: 12-12 | align_2: 13-17 |    You have n't graduated until you 've sung the songs again — yes , the same ones you sang as a first-year student , four short years ago . ||| 你 还 没 毕业 ， 直到 你 唱 的 歌曲 再次 ， 是的 ， 同样 的 人 ， 你 唱 的 一 年级 学生 ， 短短 四 年 之前 。 

bhaya 芭拉胡 | w_freq: 1 - 1 | wiki_freq: 14 - 0 | sentence_idx: 7887 | align_1: 2-2 | align_2: 3-7 |    Then comes bhaya , fear . ||| 黔江 “ 芭拉胡 ” 天然 融合度 高 ， 气焰 弘 大 。 

Buys Buys | w_freq: 4 - 2 | wiki_freq: 490 - 4 | sentence_idx: 7962 | align_1: 1-1 | align_2: 2-5 |    Though Buys wanted to pursue a career in the arts , her parents encouraged her to pursue what they considered a more practical path . ||| 虽然 Buys （ 拜斯 ） 想 从事 艺术 ， 但 她 的 父母 鼓励 她 去 追求 他们 认为 更 实际 的 人生 道路 。 

GOD 与否 | w_freq: 136 - 151 | wiki_freq: 576 - 1826 | sentence_idx: 8854 | align_1: 4-4 | align_2: 5-10 |    Whether you believe in GOD or not is your decision . ||| 所以 你 信 了 与否 ， 是 神 判断 的 ， 不是 人 判断 的 。 

Prosperity Prosperity | w_freq: 41 - 7 | wiki_freq: 2597 - 23 | sentence_idx: 10211 | align_1: 4-6 | align_2: 5-16 |    2007 The Knights of Prosperity Himself 3 episodes ||| 2007 不 适用 The Knights of Prosperity （ 英语 ： The Knights of Prosperity ） 他 自己 3 集 

Thieves Thieves | w_freq: 14 - 7 | wiki_freq: 4177 - 32 | sentence_idx: 10466 | align_1: 9-9 | align_2: 10-15 |    Do I need additional software to play Sea of Thieves ? ||| 我 是否 需要 其他 软件 才能 玩 Sea of Thieves （ 盗贼 之 海 ） ？ 

honey 醋 | w_freq: 208 - 27 | wiki_freq: 13056 - 687 | sentence_idx: 10584 | align_1: 21-199 | align_2: 22-210 |    They are reminded of their disobedience in the face of God 's promise of a land that floweth with milk and honey ( 1:20 ) . ||| ） （ 叮 ） （ 触 ） （ 发 ） （ 技 ） （ 能 ） （ 妻 ） （ 子 ） （ 的 ） （ 吻 ） （ ， ） （ 妻 ） （ 子 ） （ 的 ） （ 吻 ） （ 1 ） （ 生 ） （ 命 ） （ 值 ） （ 翻 ） （ 倍 ） （ ， ） （ 获 ） （ 得 ） （ 额 ） （ 外 ） （ 生 ） （ 命 ） （ 值 ） （ 2 ） （ 分 ） （ 钟 ） （ 于 ） （ 萌 ） （ 声 ） （ 色 ） （ 严 ） （ 厉 ） （ 的 ） （ 斥 ） （ 责 ） （ 他 ） （ 们 ） （ ： ） （ 你 ） （ 们 ） （ 不 ） （ 要 ） （ 命 ） （ ， ） （ 你 ） （ 们 ） （ 父 ） （ 母 ） （ 也 ） （ 不 ） （ 要 ） （ 命 ） （ 了 ） （ 吗 ） （ 第 ） （ 1 ） （ 8 ） （ 8 ） （ 章 ） （ ） （ 吃 ） （ 醋 ） （ 求 ） （ 推 ） （ 荐 ） （ 票 ） 

travelers 旅人 | w_freq: 294 - 15 | wiki_freq: 13158 - 490 | sentence_idx: 10814 | align_1: 13-15 | align_2: 14-21 |    Tibet banned capital punishment in 1913 ( mentioned by a number of foreign travelers ) and was one of the first countries in the world to do so . ||| ( 2 ) 西藏 在 1913年 就 废除 了 死刑 （ 被 许多 外国 的 旅人 所 提到 ( 3 ) ） ， 也 是 世界 上 最 早 如此 做 的 国家 之一 。 

Superstar 巨星 | w_freq: 13 - 58 | wiki_freq: 6501 - 5012 | sentence_idx: 10908 | align_1: 5-6 | align_2: 6-12 |    She called herself " Ingrid Superstar . ||| 她 称呼 自己 为 “ 超级 巨星 英格丽 ” （ IngridSuperstar ） 。 

F-35 F-35 | w_freq: 68 - 71 | wiki_freq: 1980 - 356 | sentence_idx: 11716 | align_1: 7-5 | align_2: 8-9 |    Italy and the Netherlands are acquiring the F-35 and will certainly use some as dedicated nuclear-delivery platforms . ||| 意大利 和 荷兰 即将 购买 F-35 飞机  ， 并 肯定 会 将 其中 一些 战机 用作 专用 的 核 投掷 平台   。 

F-35 F-35 | w_freq: 68 - 71 | wiki_freq: 1980 - 356 | sentence_idx: 11717 | align_1: 7-5 | align_2: 8-10 |    Italy and the Netherlands are acquiring the F-35 and will certainly use some as dedicated nuclear-delivery platforms . ||| 意大利 和 荷兰 即将 购买 F-35 飞机   ， 并 肯定 会 将 其中 一些 战机 用作 专用 的 核 投掷 平台  。 

Aces Aces | w_freq: 7 - 6 | wiki_freq: 7947 - 49 | sentence_idx: 12130 | align_1: 8-12 | align_2: 9-17 |    If you 're looking forward to Mario Tennis Aces , you wo n't have to wait too much longer . ||| 如果 你 很 期待 《 玛利欧 网球 王牌 高手 〈 Mario Tennis Aces 〉 》 这部 作品 ， 那么 你 不用 再 等待 太 久 了 。 

hypothetical 假设 | w_freq: 67 - 1942 | wiki_freq: 7762 - 12162 | sentence_idx: 12365 | align_1: 1-1 | align_2: 2-5 |    A hypothetical field has been proposed as the main cause of inflation , called the inflaton , but we ’re yet to actually detect it . ||| 一个 假设 的 场 ( field ) 已 被 提出 ， 作为 膨胀 的 主要 原因 ， 称为 暴胀 ( inflaton ) ， 但 我们 还 没有 实际 侦测 到 它 。 

bacon bacon | w_freq: 38 - 4 | wiki_freq: 3798 - 14 | sentence_idx: 12374 | align_1: 5-5 | align_2: 6-9 |    Jane also searched for [ bacon ] and URLs from your site appeared in positions 5 and 9 . ||| Jane 也 搜索 了 “ bacon （ 培根 ） ” ， 该 URL 出现 在 了 位置 5 和 9 中 。 

VKontakte VKontakte | w_freq: 11 - 9 | wiki_freq: 191 - 71 | sentence_idx: 12453 | align_1: 6-4 | align_2: 7-8 |    I will continue to participate in VKontakte but formal positions under the new conditions do not interest me . ||| 我 将 继续 参与 VKontakte 之 权利 ， 但 在 新 的 条件 下 正式 立场 下 创办人 的 生活 并非 引起 我 的 兴趣 。 

instantaneous 即时 | w_freq: 40 - 315 | wiki_freq: 3047 - 7611 | sentence_idx: 13119 | align_1: 16-16 | align_2: 17-20 |    Normally , there are no middlemen ( no banks ) , which is why transactions are instantaneous and little to no fee is applied . ||| 通常 情况 下 ， 没有 中间人 （ 没有 银行 ） ， 这就 是 为什么 交易 是 即时 交易 的 ， 而且 几乎 不 收费 。 

demons 天使 | w_freq: 138 - 856 | wiki_freq: 11556 - 8495 | sentence_idx: 13299 | align_1: 9-12 | align_2: 10-21 |    Each human has his own set of angels and demons . ||| 对于 每个 人 而言 ， 心中 都 有 自己 的 魔鬼 与 天使 ， 而 非 仅 只是 固定 的 一样 。 

Sadly 可悲 | w_freq: 157 - 248 | wiki_freq: 1762 - 213 | sentence_idx: 13403 | align_1: 0-0 | align_2: 1-4 |    Sadly for those looking to cement their social status in other parts of the country , the one-hour delivery will initially only be available in two markets , Miami and New York . ||| 可悲 的 是 , 对于 那些 想 巩固 社会 地位 在 这个 国家 的 其他 地方 , 一 小时 交付 最初 只 会 在 两 个 市场 , 迈阿密 和 纽约 。 

bayonets 刺刀 | w_freq: 10 - 14 | wiki_freq: 2067 - 1158 | sentence_idx: 13559 | align_1: 10-18 | align_2: 11-25 |    “ Well Governor , we also have fewer horses and bayonets because the nature of our military has changed . ||| 好 吧    ， 州长    ， 我们    的 军马 和 刺刀 更 少    ， 因为 我们    的 军队 性质 已经 发生 了 变化    。 

safe-keeping 保管 | w_freq: 3 - 51 | wiki_freq: 239 - 1790 | sentence_idx: 13729 | align_1: 13-15 | align_2: 14-19 |    Instead he removed evidence of Freud ’s foreign bank accounts to his own safe-keeping and arranged the storage of the IPA library in the Austrian National Library where it remained until the end of the war . ||| 相反 ， 他 将 弗洛伊德 的 外国 银行 账户 的 证据 移到 他 自己 的 保管 账户 中 ， 并 安排 将 IPA 图书馆 存放 在 奥地利 国家 图书馆 ， 直到 战争 结束 。 

Baghi Baghi | w_freq: 1 - 1 | wiki_freq: 298 - 0 | sentence_idx: 13937 | align_1: 15-16 | align_2: 16-20 |    Another human rights activist who was arrested ( again ) in recent weeks is Emad Baghi . ||| 在 近 几周 （ 再次 ） 遭到 拘捕 的 另外 一 名 维权 人士 是 Emad Baghi [ 3 ] 。 

civilisations 文明 | w_freq: 30 - 1087 | wiki_freq: 1059 - 13476 | sentence_idx: 13942 | align_1: 12-10 | align_2: 13-15 |    ‘ The real struggle of the 21st Century will not be between civilisations or religions . ||| " 21 世纪 的 真正 斗争 ， 不 会 是 文明 之间 的 斗争 ， 也 不 会 是 宗教 之间 的 斗争 。 

expectation 预料 | w_freq: 270 - 248 | wiki_freq: 11525 - 2176 | sentence_idx: 14099 | align_1: 5-7 | align_2: 6-11 |    He did so without any expectation as they had not won more than £ 10 before . ||| 这 一 次 ， 他 仍然 没有 预料 到会 赢 ， 因为 他们 以前 从未 赢 过 10 英镑 以上 。 

liz 利兹·克莱伯恩 | w_freq: 1 - 1 | wiki_freq: 10 - 0 | sentence_idx: 14531 | align_1: 5-4 | align_2: 6-8 |    About 10 years ago the liz claiborne corporation did a comprehensive study about teenage dating and the perils associated with it such as assaults that are normally connected to domestic violence . ||| 大约 10年 前 ， 利兹·克莱伯恩 公司 （ Liz Claiborne Corporation ） 对 青少年 约会 及其 相关 危险 进行 了 全面 研究 ， 例如 通常 与 家庭 暴力 有关 的 袭击 。 

claiborne 利兹·克莱伯恩 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 14531 | align_1: 6-4 | align_2: 7-9 |    About 10 years ago the liz claiborne corporation did a comprehensive study about teenage dating and the perils associated with it such as assaults that are normally connected to domestic violence . ||| 大约 10年 前 ， 利兹·克莱伯恩 公司 （ Liz Claiborne Corporation ） 对 青少年 约会 及其 相关 危险 进行 了 全面 研究 ， 例如 通常 与 家庭 暴力 有关 的 袭击 。 

Refugees 难民 | w_freq: 105 - 1500 | wiki_freq: 5214 - 7057 | sentence_idx: 14791 | align_1: 6-1 | align_2: 7-10 |    The United Nations High Commission for Refugees estimates that by the end of the year , 480,000 Syrians of school age ( 6 - 14 ) will be in the country . ||| 联合国 难民 事务 高级 专员 办事处 （ 联合国 难民署 ） 估计 ， 到 当年 年底 ， 该国 将 有 大约 480,000 名 叙利亚 学龄 儿童 （ 6-14 岁 ） 。 

probabilistic 概率性 | w_freq: 12 - 4 | wiki_freq: 2807 - 30 | sentence_idx: 15167 | align_1: 4-7 | align_2: 5-11 |    Because both models are probabilistic they can be integrated in more complex models , e.g. Mixture of Factor Analysers . ||| 因为 这 两 个 模型 都 是 概率性 的 ， 所以 它们 可以 集成 到 更 复杂 的 模型 中 ， 例如 因子 分析器 的 混合 。 

burdens 负担 | w_freq: 116 - 1139 | wiki_freq: 2919 - 5940 | sentence_idx: 15977 | align_1: 17-18 | align_2: 18-23 |    Away from his wife and five daughters he was not contradicted or corrected , and without those burdens he found himself able to dream without constant revision . ||| 除了 妻子 和 五 个 女儿 之外 ， 他 没有 被 反驳 或 纠正 ， 在 没有 这些 负担 的 情况 下 ， 他 发现 自己 能够 梦想 而 不必 不断 地 修正 。 

unemployed 失业 | w_freq: 174 - 516 | wiki_freq: 14341 - 2790 | sentence_idx: 16751 | align_1: 17-28 | align_2: 18-33 |    A recent report suggests that those who are paid less than $ 20 an hour will be unemployed and see their jobs filled by robots over the next few years . ||| 一 份 新 报告 表明    , 在 未来 的 几 年内    , 薪资 不足 20 美元 每 小时 的 人 将 会 失业    , 而 他们 的 工作 将 由 机器人 来 完成      。 

Reality 现实 | w_freq: 153 - 3883 | wiki_freq: 10400 - 13030 | sentence_idx: 17177 | align_1: 11-15 | align_2: 12-20 |    I first saw her in a Canadian produced series called Beyond Reality where she played multiple roles . ||| 我 第一 次 见到 她 是 在 一 部 加拿大 制作 的 名为 《 超越 现实 》 的 系列片 中 ， 她 扮演 了 多 个 角色 。 

smile 微笑 | w_freq: 594 - 804 | wiki_freq: 6643 - 1630 | sentence_idx: 17361 | align_1: 2-2 | align_2: 3-7 |    You can smile because you 're content or because you 're in love . ||| 你 可以 微笑    ， 因为 你 满足 了   ， 或者 因为 你 恋爱 了   。 

smile 微笑 | w_freq: 594 - 804 | wiki_freq: 6643 - 1630 | sentence_idx: 17362 | align_1: 2-2 | align_2: 3-6 |    You can smile because you 're content or because you 're in love . ||| 你 可以 微笑   ， 因为 你 满足 了  ， 或者 因为 你 恋爱 了    。 

trueThe 隐藏 | w_freq: 4 - 1069 | wiki_freq: 0 - 5856 | sentence_idx: 17777 | align_1: 0-1 | align_2: 1-13 |    trueThe social atom : why the rich get richer , cheaters get caught , and your neighbor usually looks like you ||| 《 隐藏 的 逻辑 ： 掌握 群众 行为 的 不败 公式 （ The Social Atom : Why the Rich Get Richer , Cheaters Get Caught , and Your Neighbor Usually Looks Like You . ） 》 

Poitier Poitier | w_freq: 1 - 1 | wiki_freq: 1055 - 3 | sentence_idx: 18100 | align_1: 6-6 | align_2: 7-10 |    One of those years , Sidney Poitier did n’t put out a movie . … Black people did n’t protest , because we had real things to protest at the time . ||| 那些 年 ， 西德尼‧波蒂埃 （ Sidney Poitier ， 黑人 导演 ） 没 拍 电影 …… 但 黑人 没 抗议 ， 因为 我们 当时 在 抗议 一些 实实在在 的 东西 。 

fearful 恐惧 | w_freq: 135 - 1663 | wiki_freq: 5324 - 5359 | sentence_idx: 18175 | align_1: 20-28 | align_2: 21-33 |    Remember Warren Buffet ’s great saying : “ Be fearful when others are greedy and be greedy when others are fearful . ” ||| 简述 一下 个人 的 心得 , 基本上 是 将 Warran Baffett 的 名言 " 别人 恐惧 时 , 你 要 贪婪 ; 别人 贪婪 时 , 你 要 恐惧 " 操 之 在心 . 

song—He 【 | w_freq: 1 - 775 | wiki_freq: 0 - 5775 | sentence_idx: 18924 | align_1: 1-1 | align_2: 2-7 |    Theme song—He ’s a Pirate ||| 电影 【 神鬼 奇航 】 主题曲 - He's A Pirate 

Cas9 crispr/cas9 | w_freq: 24 - 1 | wiki_freq: 539 - 0 | sentence_idx: 19728 | align_1: 16-11 | align_2: 17-16 |    This work has already begun , and several teams of researchers have tinkered with CRISPR / Cas9 to increase its specificity . ||| 这项 工作 已经 开始 ， 几 个 研究 小组 已经 对 crispr/cas9 进行 了 修补 ， 以 提高 其 特异性 。 

liars 虚妄 | w_freq: 220 - 226 | wiki_freq: 646 - 81 | sentence_idx: 19998 | align_1: 7-12 | align_2: 8-19 |    The Scripture says , " All men liars . " ||| 《 金刚经 》 云 ： 「 凡 所有 相 ， 皆 是 虚妄 」 ， 相 是 假 的 。 

baptizing 对白 | w_freq: 10 - 6 | wiki_freq: 419 - 1445 | sentence_idx: 20329 | align_1: 8-8 | align_2: 9-13 |    After this we do not read of his baptizing . ||| 于是 ， 我们 听 不 到 他 的 对白 ， 对白 被 消音 。 

hostess 女主人 | w_freq: 14 - 30 | wiki_freq: 3846 - 346 | sentence_idx: 20372 | align_1: 14-15 | align_2: 15-20 |    Christianna was the lady of the house , and was often her father 's hostess now at important dinners or events . ||| Christianna 是 这 所 房子 的 女主人  ， 她 经常 是 她 父亲 的 女主人    ， 现在 正在 参加 重要 的 宴会 或 活动  。 

CLASSIC CLASSIC | w_freq: 1 - 1 | wiki_freq: 64 - 15 | sentence_idx: 20549 | align_1: 8-4 | align_2: 9-8 |    And become a member of the American FENDER CLASSIC series . ||| 并且 成为 美国 FENDER CLASSIC （ 经典 ） 系列 的 一 员 。 

paperwork 读者 | w_freq: 75 - 1024 | wiki_freq: 4119 - 9475 | sentence_idx: 21065 | align_1: 7-7 | align_2: 8-13 |    Whoever signs the contract signs all the paperwork . ||| 凡 曾 于 本部 落格 消费 的 读者 ， 皆 可 报名 参加 。 

Binge Binge | w_freq: 2 - 1 | wiki_freq: 532 - 3 | sentence_idx: 21074 | align_1: 10-11 | align_2: 11-16 |    Oakley also released a memoir in 2015 , called " Binge . " ||| Oakley 也 在 2015年 发布 了 一个 回忆录 ， 叫做 “ Binge （ 狂欢 ） ” 。 

Ideally 理想 | w_freq: 88 - 1332 | wiki_freq: 1831 - 12517 | sentence_idx: 21337 | align_1: 0-0 | align_2: 1-4 |    Ideally each scenario should be a single test case , so the number of When steps should be kept very small . ||| 理想 情况 下 ， 每个 场景 应该 是 单个 测试 用例 ， 因此 When 步骤 的 数量 应该 保持 很 少 。 

Nike Nike | w_freq: 160 - 55 | wiki_freq: 11057 - 368 | sentence_idx: 21496 | align_1: 21-18 | align_2: 22-24 |    He used to always try to talk to me , ' You got ta go Nike , you got ta go Nike . ||| 「 他 老是 对 我 说 ： 『 你 得 要 去 Nike ， 你 得 要 去 Nike ， 你 得 要 试试看 。 

Therapy Therapy | w_freq: 34 - 8 | wiki_freq: 8673 - 75 | sentence_idx: 21899 | align_1: 15-29 | align_2: 16-40 |    Same Soul , Many Bodies : Discover the Healing Power of Future Lives Through Progression Therapy . ||| 更 多 灵性 成长 故事 ， 可 参阅 魏斯 医生 的 第五 本书 《 Same Soul , Many Bodies : Discover the Healing Power of Future Lives through Progression Therapy 》 （ 大陆 版译 为 《 前世今生 来 生缘 》 ） 

unhelpful 无济于事 | w_freq: 17 - 32 | wiki_freq: 855 - 255 | sentence_idx: 21961 | align_1: 4-5 | align_2: 5-9 |    This is misleading and unhelpful because it makes a simplistic assumption that everyone ’s contribution is equal . ||| 这是 一 种 误导 且 无济于事 的 方法 ， 因为 它 简单 地 假设 每个 人 的 贡献 都 是 平等 的 。 

piece—and 曲子 | w_freq: 1 - 20 | wiki_freq: 2 - 1683 | sentence_idx: 22067 | align_1: 13-12 | align_2: 14-17 |    And besides , I want to play something more to you—a very pretty piece—and your cousin Edmund ’s prime favourite . ||| 此外   ， 我 想 给 你 演奏 一些 更 美的 曲子   ， 还有 你 表妹 埃德蒙 最 喜欢 的  。 

forecast 预测 | w_freq: 354 - 3459 | wiki_freq: 10253 - 11017 | sentence_idx: 22180 | align_1: 5-6 | align_2: 6-11 |    The report also provides a forecast focusing on the market opportunities for the next five years for each region . ||| 该 报告 还 提供 了 一个 预测   ， 重点 关注 每个 地区 未来 五 年 的 市场 机会    。 

fuel-efficiency fuel-efficiency | w_freq: 3 - 1 | wiki_freq: 72 - 0 | sentence_idx: 22240 | align_1: 5-5 | align_2: 6-10 |    I managed to snag " fuel-efficiency , " sorry . ||| 我 已经 抢注 了 「 fuel-efficiency 」 这个 名字 了 ， 抱歉 ; - ) 

ND-CP CP号 | w_freq: 2 - 2 | wiki_freq: 27 - 17 | sentence_idx: 22539 | align_1: 21-14 | align_2: 22-19 |    The new Mining Law has been effective since 2012 including the Directive No 02 / CT-TTg and Decree No 15/2012 / ND-CP detailing the implementation of the mining law . ||| 越南 新 采矿法 自 2012年 起 生效 ， 包括 第02/CT-TTg号 指令 和 第15/2012/ND - CP号 法令 ， 其中 详细 说明 了 采矿法 的 实施 情况 。 

Submit 点击 | w_freq: 25 - 373 | wiki_freq: 148 - 1475 | sentence_idx: 22713 | align_1: 3-1 | align_2: 4-6 |    And then “ Submit Comment . ” ||| 然后 点击 “ 我 发出 的 评论 ” 即可 。 

ionosphere 电离层 | w_freq: 7 - 7 | wiki_freq: 1403 - 566 | sentence_idx: 22855 | align_1: 31-29 | align_2: 32-37 |    They also discovered Steve only lasts about an hour and usually only occurs after substorms — a disturbance in the magnetosphere when energy from Earth 's " tail " enters the ionosphere . ||| 他们 还 发现 ， 史蒂夫 只 持续 约 一个 小时 ， 而且 通常 只 发生 在 次 风暴 之后 —— 当 来自 地球 “ 尾巴 ” 的 能量 进入 电离层 时 ， 磁层 就 会 发生 扰动 。 

foolish 愚蠢 | w_freq: 195 - 910 | wiki_freq: 3324 - 1251 | sentence_idx: 22897 | align_1: 24-21 | align_2: 25-27 |    According to him , too , there was an order , a pattern which made life reasonable , or , if that word was foolish , made it of deep interest anyhow , for sometimes it seemed possible to understand why things happened as they did . ||| 据 他 说 ， 同样 ， 有 一个 命令 ， 使 生活 合理 的 模式 或者 ， 如果 那个 词 是 愚蠢 的 ， 不管 怎么 说 ， 都 有 浓厚 的 兴趣 ， 有时 似乎 可以 理解 为什么 事情 会 像 他们 那样 发生 。 

insolvent 无力 | w_freq: 7 - 150 | wiki_freq: 2777 - 3594 | sentence_idx: 23315 | align_1: 8-8 | align_2: 9-12 |    From an economic perspective , all governments are insolvent as fiat currency is now largely backed by debt . ||| 从 经济 角度 来看 ， 所有 政府 都 无力 偿还 债务 ， 因为 法定 货币 现在 基本上 是 由 债务 支撑 的 。 

