Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 765 | align_1: 0-0 | align_2: 1-5 |    Anyway , “ we ” – as in mankind ’s best hope – should “ avoid carrying on in the role of Frankenstein . ” ||| Quoi qu’ il en soit , « nous » – en tant que meilleur espoir de l’ humanité – devrions « éviter de continuer dans le rôle de Frankenstein » . 
412 412 | w_freq: 8 - 9 | wiki_freq: 3702 - 950 | sentence_idx: 21186 | align_1: 7-8 | align_2: 8-12 |    Alice : Put the money in locker 412 please ! ||| Alice : Mettez l’ argent dans le casier 412 s’ il vous plaît ! 

overestimate surestiment | w_freq: 22 - 2 | wiki_freq: 764 - 48 | sentence_idx: 23002 | align_1: 12-11 | align_2: 13-16 |    Yuval , however , is convinced that people who think like that overestimate human courage . ||| Or , Yuval est persuadé que les gens qui pensent ainsi surestiment le courage de l’ homme . 

warming réchauffement | w_freq: 273 - 276 | wiki_freq: 14976 - 7047 | sentence_idx: 23531 | align_1: 4-4 | align_2: 5-8 |    However , with global warming advancing , he tells us that malaria is now appearing in the city . ||| Cependant , avec le réchauffement climatique qui s’ avance , il nous dit que la malaria fait à présent son apparition dans la ville . 

E-5 E-5 | w_freq: 31 - 34 | wiki_freq: 264 - 32 | sentence_idx: 24116 | align_1: 0-0 | align_2: 1-4 |    E-5 I remember very well first time seeing Brother Evans . ||| E-5 ( 9 ) Je me souviens très bien de la première fois que j' ai vu frère Evans . 

E-53 E-53 | w_freq: 23 - 24 | wiki_freq: 3 - 1 | sentence_idx: 24341 | align_1: 0-0 | align_2: 1-4 |    E-53 No wonder we ca n't have healing campaigns . ||| E-53 Il n’ est pas étonnant que nous ne puissions pas avoir des campagnes de guérison . 

Vanuatu Vanuatu | w_freq: 36 - 37 | wiki_freq: 7792 - 2468 | sentence_idx: 25887 | align_1: 9-10 | align_2: 10-14 |    He said that the people of Timor Leste and Vanuatu share the same way and it ’s good that both people share the same information on the maritime border . ||| IL dit que la population de Timor Leste et du Vanuatu , ils ont partager le même façon et c' est bon que tous les deux partager les même information dans la frontière maritime . 

vaginismus vaginisme | w_freq: 2 - 2 | wiki_freq: 71 - 33 | sentence_idx: 26040 | align_1: 11-16 | align_2: 12-20 |    In 2010 , a new gynecologist diagnosed me with something called vaginismus — something roughly 0.49 percent of women have . ||| En 2010 , un nouveau gynécologue m’ a diagnostiqué avec quelque chose qui s’ appelle le vaginisme — quelque chose d’ à peu près 0.49 % des femmes ont . 

− − | w_freq: 67 - 66 | wiki_freq: 10522 - 1591 | sentence_idx: 26119 | align_1: 9-9 | align_2: 10-14 |    David Martin ( S&D ) , in writing . − I voted in favour of this report as it was an improvement on the original Commission text . ||| David Martin ( S&D ) , par écrit . − ( EN ) J’ ai voté en faveur de ce rapport parce qu’ il représente une amélioration par rapport au texte originel de la Commission . 

patience patience | w_freq: 456 - 487 | wiki_freq: 5878 - 1896 | sentence_idx: 28309 | align_1: 12-10 | align_2: 13-15 |    Afterwards the judgement shall take place according to Their mercy and Their patience . ’ ||| Ensuite viendra le Jugement , selon la grâce et la patience ( du Seigneur ) . 

E-12 E-12 | w_freq: 22 - 25 | wiki_freq: 30 - 3 | sentence_idx: 29084 | align_1: 0-0 | align_2: 1-5 |    E-12 No rain , and she must have prayed all night long . ||| E-12 Il n’ y avait pas de pluie , et elle devait avoir prié toute la nuit durant . 

fragile fragile | w_freq: 257 - 203 | wiki_freq: 9475 - 6993 | sentence_idx: 30411 | align_1: 19-25 | align_2: 20-29 |    Attempts to encourage Slavic women to marry young and have three or four children would have undermined the already fragile Soviet economic productivity . ||| Les tentatives visant à encourager les femmes slaves à se marier jeunes et à avoir trois ou quatre enfants auraient sapé la productivité économique déjà fragile de l’ Union soviétique . 

Myths mythes | w_freq: 11 - 152 | wiki_freq: 2071 - 5320 | sentence_idx: 30467 | align_1: 2-1 | align_2: 3-6 |    14 Pregnancy Myths You Should Stop Listening To ASAP , According To Experts ||| 14 mythes sur la grossesse , vous devriez cesser d' écouter ASAP , selon des experts 

Maybe Peut | w_freq: 1233 - 2696 | wiki_freq: 6736 - 3705 | sentence_idx: 30590 | align_1: 1-1 | align_2: 2-5 |    " Maybe someone should pay them £ 20 million not to reform . ||| " Peut être que quelqu’ un devrait leur donner £ 20 million pour qu’ ils ne se reforment pas . 

remind rappelez | w_freq: 619 - 442 | wiki_freq: 5789 - 37 | sentence_idx: 31452 | align_1: 2-3 | align_2: 3-8 |    Finally , remind yourself and your children that a human being is not his emotions . ||| Pour finir , rappelez -vous à vous - même et à vos enfants qu’ un être humain n’ est pas ses émotions . 

Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 32124 | align_1: 0-0 | align_2: 1-5 |    Anyway , rc5 is out , and things look normal . ||| Quoi qu’ il en soit , la RC5 est sortie et les choses ont l’ air normales . 

Buffon Buffon | w_freq: 7 - 7 | wiki_freq: 2008 - 1930 | sentence_idx: 32194 | align_1: 2-6 | align_2: 3-11 |    I mean Buffon showed me his real rabbits . ||| C’ est - à - dire Buffon , il m’ a montré ses vrais lapins . 

tomorrow demain | w_freq: 1534 - 1541 | wiki_freq: 4903 - 2889 | sentence_idx: 34049 | align_1: 7-9 | align_2: 8-13 |    It was n’t very productive and if tomorrow is dry I will be facing completely new conditions . ||| Il n' a pas été très productif et si demain , la piste est sèche , je ferais face à des conditions complètement nouvelles . 

ascended montés | w_freq: 38 - 27 | wiki_freq: 9563 - 5614 | sentence_idx: 34333 | align_1: 3-3 | align_2: 4-7 |    Those who have ascended have different attributes from those who are still on earth , yet there is no real separation . ” ||| Ceux qui sont montés là - haut ont des attributs différents de ceux qui sont encore sur la terre mais , en fait , il n' y a pas de réelle séparation . " 

Maybe Peut | w_freq: 1233 - 2696 | wiki_freq: 6736 - 3705 | sentence_idx: 34428 | align_1: 1-1 | align_2: 2-8 |    “ Maybe a moment in … really , there is a lot . ||| " Peut - être qu' il y a un moment dans … vraiment , il y en a beaucoup . 

Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 35619 | align_1: 1-1 | align_2: 2-6 |    " Anyway , let 's write down the names of the candidates first and decide by voting or recommendation ? ||| « Quoi qu’ il en soit , notons d’ abord les noms des candidats et décidons par un vote ou une recommandation   ? 

111:1 111 | w_freq: 1 - 64 | wiki_freq: 1 - 4080 | sentence_idx: 36739 | align_1: 0-0 | align_2: 1-8 |    111:1 Perish the hands of Abu Lahab , and may he perish too ; ||| 111 . al - Masad ; 1 Que périssent les deux mains d' Abû - Lahab et que lui-même périsse . 

Dependence dépendance | w_freq: 5 - 229 | wiki_freq: 561 - 10555 | sentence_idx: 37997 | align_1: 0-1 | align_2: 1-5 |    Dependence on minerals has become a double threat to Africa , but also to Europe . ||| La dépendance à l’ égard des minéraux est devenue une double menace pour l’ Afrique , mais aussi pour l’ Europe . 

Please S’ | w_freq: 1221 - 1376 | wiki_freq: 10571 - 5625 | sentence_idx: 38313 | align_1: 0-0 | align_2: 1-7 |    Please come and support the rest of the members for EXO PLANET # 4 -The EℓyXiOn- . " ||| S’ il - vous - plait , venez et soutenez le reste des membres pour EXO PLANET#4 -The EℓyXion- . ” 

Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 40395 | align_1: 0-0 | align_2: 1-5 |    Anyway the question of “ how to be productive on a daily basis ? ” always arises . ||| Quoi qu’ il en soit la question de « comment être productif au quotidien ? » se pose toujours . 

pizza pizza | w_freq: 136 - 133 | wiki_freq: 7322 - 964 | sentence_idx: 40944 | align_1: 1-1 | align_2: 2-6 |    Postwar pizza finally reached Italy and beyond . ||| La pizza de l' après-guerre a finalement atteint l' Italie et au-delà . 

Nor Pas | w_freq: 330 - 1638 | wiki_freq: 5926 - 9973 | sentence_idx: 41452 | align_1: 0-0 | align_2: 1-5 |    Nor was there any state that attempted to use Jewish communities in Europe for political or military ends . ||| Pas plus qu’ il n’ existait d’ État qui aurait essayé d’ utiliser les communautés juives en Europe à des fins politiques ou militaires . 

Cosmogonies Cosmogonies | w_freq: 2 - 2 | wiki_freq: 4 - 14 | sentence_idx: 42225 | align_1: 2-3 | align_2: 3-7 |    In all Cosmogonies “ Water ” plays the same important part . ||| Dans toutes les Cosmogonies , l ' " Eau " joue le même rôle important . 

E-2 E-2 | w_freq: 28 - 28 | wiki_freq: 415 - 95 | sentence_idx: 43574 | align_1: 0-0 | align_2: 1-4 |    E-2 And hear Brother David there . ||| E-2 ( 4 ) Et écoutez frère David là - bas . 

Remember 8Souviens | w_freq: 1154 - 1 | wiki_freq: 9753 - 0 | sentence_idx: 43867 | align_1: 1-0 | align_2: 2-4 |    8 Remember this , and earth and Heaven are one . ||| 8Souviens - toi de cela , et la terre et le Ciel ne font qu’ un . 

Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 44440 | align_1: 0-0 | align_2: 1-5 |    Anyway , here are some of the special mentions that you might want to consider if you think the first three is not enough for you . ||| Quoi qu’ il en soit , voici quelques - unes des mentions spéciales que vous voudrez peut-être examiner si vous pensez que les trois premières ne vous suffisent pas . 

Feel Sentez | w_freq: 125 - 42 | wiki_freq: 10441 - 4 | sentence_idx: 44625 | align_1: 0-0 | align_2: 1-4 |    Feel immediately at home in more than 16 cities around the world . ||| Sentez -vous tout de suite chez vous dans plus de 16 villes du monde . 

recession récession | w_freq: 246 - 269 | wiki_freq: 11559 - 2295 | sentence_idx: 46142 | align_1: 14-19 | align_2: 15-23 |    If I had told you eight years ago that America would reverse a great recession , " ||| « Si je vous avais dit , il y a huit ans , que l’ Amérique inverserait une grande récession ( … ) . 

inertia inertie | w_freq: 32 - 32 | wiki_freq: 3743 - 3020 | sentence_idx: 46648 | align_1: 9-15 | align_2: 10-19 |    Or can they already , despite diplomatic obstacles and inertia in socio-economic systems , chart an ambitious path to 2020 and beyond ? ||| Ou auront - elles d’ ores et déjà , malgré les obstacles diplomatiques et l’ inertie à l’ œuvre dans les systèmes socio-économiques , dessiné un chemin ambitieux vers 2020 et au-delà ? 

delegations délégations | w_freq: 102 - 107 | wiki_freq: 5843 - 3578 | sentence_idx: 46911 | align_1: 15-18 | align_2: 16-23 |    Former European Commission delegations ( some 130 all over the world ) have become EU delegations under the authority of High Representative Catherine Ashton . ||| Les anciennes délégations de la Commission européenne ( environ 130 dans le monde entier ) sont devenues des délégations de l’ Union européenne sous l’ autorité de la haute représentante Catherine Ashton . 

seekers demandeurs | w_freq: 118 - 185 | wiki_freq: 5892 - 1969 | sentence_idx: 47503 | align_1: 9-9 | align_2: 10-14 |    Accepting the relocation of only a few thousand asylum seekers would be the first step towards achieving this goal . ||| Accepter la relocalisation même de seulement quelques milliers de demandeurs d’ asile , ce serait le premier pas vers la réalisation de cet objectif . 

elixirs élixirs | w_freq: 3 - 2 | wiki_freq: 293 - 122 | sentence_idx: 47915 | align_1: 15-17 | align_2: 16-22 |    Here , it became a little easier , things are improving rapidly , and health elixirs themselves appear over time . ||| Ici , il est devenu un peu plus facile , les choses s' améliorent rapidement , et élixirs de santé eux - mêmes apparaissent au fil du temps . 

Welcome Bienvenue | w_freq: 323 - 257 | wiki_freq: 12874 - 1609 | sentence_idx: 48262 | align_1: 0-0 | align_2: 1-4 |    Welcome to the newest version of internationalized capitalism : the suicide version . ||| Bienvenue , donc , à cette dernière version du capitalisme internationalisé : le version suicidaire . 

astronauts astronautes | w_freq: 87 - 96 | wiki_freq: 8306 - 3929 | sentence_idx: 48432 | align_1: 19-19 | align_2: 20-24 |    If they do n’t believe the thousands of pictures and video taken from the lunar surface by the Apollo astronauts themselves , why would they believe further NASA evidence ? ||| S' ils ne croient pas aux milliers d' images et de vidéos prises de la surface lunaire par les astronautes d' Apollo eux - mêmes , pourquoi croiraient -ils d' autres preuves de la NASA ? 

self-conscious conscients | w_freq: 6 - 683 | wiki_freq: 1551 - 1760 | sentence_idx: 49083 | align_1: 2-2 | align_2: 3-8 |    We become self-conscious as objective evaluators of ourselves . ” ||| Nous devenons conscients de nous - mêmes en tant qu’ évaluateurs objectifs de nous - mêmes . ” 

•modernise moderniser | w_freq: 1 - 102 | wiki_freq: 0 - 3405 | sentence_idx: 50937 | align_1: 0-1 | align_2: 1-5 |    •modernise copyright with a proportionate approach that does not stifle digital innovation ||| • moderniser le droit d’ auteur avec une approche proportionnée qui n’ étouffe pas l’ innovation numérique 

•modernise • | w_freq: 1 - 1937 | wiki_freq: 0 - 13334 | sentence_idx: 50937 | align_1: 0-0 | align_2: 1-5 |    •modernise copyright with a proportionate approach that does not stifle digital innovation ||| • moderniser le droit d’ auteur avec une approche proportionnée qui n’ étouffe pas l’ innovation numérique 

intolerant intolérante | w_freq: 31 - 10 | wiki_freq: 1756 - 87 | sentence_idx: 58727 | align_1: 17-18 | align_2: 18-22 |    He , of course , does not speak on behalf of all Shiites , and is extremely intolerant of dissidents . ||| Lui , bien sûr , ne parle pas au nom de tous les chiites et il est extrêmement intolérante à l’ égard des dissidents . 

democracies démocraties | w_freq: 167 - 174 | wiki_freq: 3128 - 1200 | sentence_idx: 59836 | align_1: 8-7 | align_2: 9-14 |    Do you think that the world , the democracies are threatened by 400 people ? ||| Pensez -vous que le monde , les démocraties , dans le monde entier , soient menacées par 400 personnes ? 

Bilateral bilatérales | w_freq: 23 - 120 | wiki_freq: 2257 - 1497 | sentence_idx: 60252 | align_1: 0-2 | align_2: 1-8 |    Bilateral market access negotiations are underway on the basis of revised offers on goods and services . ||| Les négociations bilatérales en matière d’ accès aux marchés sont en cours sur la base d’ offres révisées concernant les marchandises et les services . 

2:00 2:00 | w_freq: 8 - 2 | wiki_freq: 3505 - 6 | sentence_idx: 60793 | align_1: 18-22 | align_2: 19-27 |    Here ’s to hoping they inspire you to create meaningful marriage vows for yourselves , and not at 2:00 a. ||| Voici à espérer qu`ils vous inspirent à créer des vœux de mariage significatif pour vous - mêmes , et non pas à 2:00 a ( ici ) . 

husbands maris | w_freq: 77 - 63 | wiki_freq: 8638 - 1570 | sentence_idx: 61094 | align_1: 4-5 | align_2: 5-10 |    It was because their husbands had not been made aware in the same way . ||| C’ était parce que leurs maris , eux , n’ avaient pas été conscientisés de la même manière . 

vilomahs vilomahs | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 61164 | align_1: 9-12 | align_2: 10-16 |    Walk through your neighborhood , there are homes with vilomahs inside . ||| Marchez dans votre quartier , il y a des maisons avec des vilomahs à l ’ intérieur . 

Whisky Whisky | w_freq: 10 - 13 | wiki_freq: 2415 - 437 | sentence_idx: 61863 | align_1: 3-3 | align_2: 4-11 |    When was Scotch Whisky first distilled ? ||| Quand le Scotch Whisky a -t -il été distillé pour la première fois ? 

Looking cherchez | w_freq: 219 - 379 | wiki_freq: 12478 - 99 | sentence_idx: 62415 | align_1: 0-1 | align_2: 1-6 |    Looking for some more fruits and veggies in your ( or your children ’s ) diet ? ||| Vous cherchez une façon sournoise d’ obtenir plus de fruits et de légumes dans votre alimentation ( ou celle de vos enfants ) ? 

Contextor Contextor | w_freq: 1 - 1 | wiki_freq: 0 - 3 | sentence_idx: 62513 | align_1: 2-2 | align_2: 3-6 |    Thus , Contextor first worked for our fraud department . ||| Ainsi , Contextor a tout d’ abord collaboré pour le compte de notre département des fraudes . 

Maybe Peut | w_freq: 1233 - 2696 | wiki_freq: 6736 - 3705 | sentence_idx: 63313 | align_1: 1-1 | align_2: 2-6 |    “ Maybe instead of trying to create a new condescending airline , try to fix the ones you already got . ” ||| « Peut - être qu’ au lieu d’ essayer de créer une nouvelle compagnie aérienne condescendante , essayez de réparer celles que vous avez déjà . » 

sanyasi sanyasi | w_freq: 1 - 1 | wiki_freq: 122 - 1 | sentence_idx: 63594 | align_1: 8-10 | align_2: 9-14 |    I said , “ Because you are a sanyasi and you bought a sari for me . ||| J’ ai dit : “ Parce que vous êtes un sanyasi [ ascète ] et vous avez acheté un sari pour Moi . 

Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 65260 | align_1: 0-0 | align_2: 1-5 |    Anyway , Diamond Platnumz and his fellow citizen have already printed their names in this industry . ||| Quoi qu’ il en soit , Diamond Platnumz et son concitoyen ont déjà imprimé leurs noms dans cet industrie . 

Taren Taren | w_freq: 1 - 1 | wiki_freq: 123 - 22 | sentence_idx: 66680 | align_1: 4-4 | align_2: 5-8 |    So , yes , Taren , we need to all work together , and if we put all our energy together , maybe we can to some small extent , compensate for the loss of Aaron . ||| Donc , oui , Taren [ 1 ] , nous devons tous travailler ensemble , et si nous mettons toute notre énergie ensemble , nous pourrons peut-être , dans une faible mesure , compenser la perte d’ Aaron . 

Maybe Peut | w_freq: 1233 - 2696 | wiki_freq: 6736 - 3705 | sentence_idx: 67101 | align_1: 11-11 | align_2: 12-15 |    2008 - 15 , 16 , 18 April - Illinois - Maybe we had a comet fragment impact or two or three over a period of several nights ? ||| 2008 - 15 , 16 , 18 avril - Illinois - Peut - être avons -nous eu un impact de fragment de comète , ou deux ou trois , sur une période de plusieurs nuits ? 

deserved méritait | w_freq: 140 - 81 | wiki_freq: 7004 - 588 | sentence_idx: 67723 | align_1: 14-15 | align_2: 15-19 |    For Marx , terrorism was an erroneous method used by a national movement that deserved support . ||| Pour Marx , le terrorisme était une méthode erronée utilisée par un mouvement national qui méritait qu’ on le soutienne . 

hasten hâter | w_freq: 30 - 17 | wiki_freq: 1341 - 428 | sentence_idx: 68988 | align_1: 11-6 | align_2: 12-11 |    ( 53 ) ( 53 ) And they urge you to hasten the punishment . ||| 53 Et ils te demandent de hâter ( la venue ) du châtiment . 

injustice injustice | w_freq: 231 - 230 | wiki_freq: 8321 - 2515 | sentence_idx: 69240 | align_1: 10-9 | align_2: 11-14 |    “ But I do know that this was a grave injustice done to me . ”[374 ] ||| « Mais je sais que c’ est une grave injustice qui m’ a été faite . » [ 374 ] 

lolo lolo | w_freq: 1 - 1 | wiki_freq: 29 - 56 | sentence_idx: 71084 | align_1: 2-2 | align_2: 3-6 |    And your lolo was a farmer … 2 . ||| Et votre lolo [ grand-père ] était un agriculteur … 2 . 

