Internas Internas | w_freq: 1 - 1 | wiki_freq: 90 - 5 | sentence_idx: 224 | align_1: 13-14 | align_2: 14-19 | ner_entity: the Servicio de Rentas Internas-Servicio de Rentas Internas |    Secondly , we have greatly improved controls , and the Servicio de Rentas Internas has also improved a lot in terms of human resources . ||| Deuxièmement , nous avons beaucoup amélioré les contrôles , et le Servicio de Rentas Internas ( SRI ) s’ est aussi beaucoup amélioré en termes de ressources humaines .

Sakina Sakina | w_freq: 2 - 2 | wiki_freq: 332 - 118 | sentence_idx: 109589 | align_1: 2-2 | align_2: 3-6 | ner_entity: Bibi Sakina-Bibi Sakina |    When Bibi Sakina told Her dream , all the Holy Ladies ( A.S ) started to cry . ||| Quand Bibi Sakina ( a.s ) parla de son rêve , toutes les Saintes Dames ( a.s ) commencèrent à pleurer .

Xingjian Xingjian | w_freq: 1 - 1 | wiki_freq: 129 - 67 | sentence_idx: 136166 | align_1: 1-1 | align_2: 2-6 | ner_entity: Gao Xingjian-Gao Xingjian |    Gao Xingjian was not like so many others a “ professional exile ” , always immersed in the past . ||| Gao Xingjian n ’ a pas été comme tant d ’ autres un « exilé professionnel » , toujours plongé dans le passé .

Sanur Sanur | w_freq: 2 - 2 | wiki_freq: 219 - 26 | sentence_idx: 140627 | align_1: 6-7 | align_2: 7-12 | ner_entity: Sanur-Sanur |    Rumah Aspirasi created his own in Sanur ten years ago out of concern for the environment . ||| Rumah Aspirasi a créé la sienne à Sanur , il y a dix ans par souci pour l’ environnement .

ISTP ISTP | w_freq: 1 - 1 | wiki_freq: 49 - 66 | sentence_idx: 140800 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-ISTP |    ISTP You rarely worry about anything anyway , this is no surprise . ||| ISTP De toute façon , vous vous inquiétez rarement de quoi que ce soit , ce n' est pas une surprise .

Bugg Bugg | w_freq: 1 - 1 | wiki_freq: 555 - 52 | sentence_idx: 147684 | align_1: 1-1 | align_2: 2-6 | ner_entity: Jake Bugg-Jake Bugg |    Jake Bugg " There 's a Beast and We All Feed it " ||| Jake Bugg : un nouveau titre « There’ s A Beast And We All Feed It »

Giovannoni Giovannoni | w_freq: 1 - 1 | wiki_freq: 69 - 75 | sentence_idx: 149313 | align_1: 7-7 | align_2: 8-11 | ner_entity: Christophe Giovannoni-Christophe Giovannoni |    Two sad news to conclude : Christophe Giovannoni passed away at the end of September . ||| Deux tristes nouvelles pour terminer : Christophe Giovannoni s’ en est allé fin septembre .

PARAMETERS Paramètres | w_freq: 1 - 9 | wiki_freq: 2 - 336 | sentence_idx: 158233 | align_1: 1-0 | align_2: 2-6 | ner_entity: none-Paramètres |    GAS PARAMETERS Gas consumption : * * * Dimensions in cm . ||| Paramètres du gaz : Consommation de gaz : * * * Dimensions in cm .

2/3/4/ 2/3/4/ | w_freq: 2 - 2 | wiki_freq: 0 - 3 | sentence_idx: 160579 | align_1: 7-10 | align_2: 8-14 | ner_entity: Populous and Ateliers 2/3/4/-none |    The proposal made by Populous and Ateliers 2/3/4/ proved to be the most suitable to meet the objectives that we have set for the medium and long term . ||| La proposition faite par ' Populous ' et ' Ateliers 2/3/4/ ' s’ est révélée être la plus adaptée pour répondre aux objectifs que nous nous sommes fixés à moyen et long termes .

E-162 E-162 | w_freq: 9 - 8 | wiki_freq: 0 - 1 | sentence_idx: 174227 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-162 |    E-162 He could identify himself ; he had the message of the hour . ||| E-162 ( 151 ) Il pouvait s' identifier ; il avait le Message de l' heure .

1782/2003 1782/2003 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 174504 | align_1: 5-8 | align_2: 6-12 | ner_entity: 1782/2003-none |    ( 3 ) Under Regulation 1782/2003 it is not possible to introduce a claim for less than 10 ewes and/or goats . ||| ( 2 ) En application du règlement no 1782/2003 du Conseil , il n' est pas possible d' introduire une demande portant sur moins de dix brebis et / ou chèvres .

Volcom Volcom | w_freq: 1 - 1 | wiki_freq: 231 - 61 | sentence_idx: 186053 | align_1: 9-11 | align_2: 10-16 | ner_entity: Volcom-Volcom |    I think all brands should be as conscious as Volcom . ||| Je crois que toutes les marques devraient être aussi conscientes que Volcom , à ce sujet .

FECRIS FECRIS | w_freq: 3 - 3 | wiki_freq: 33 - 11 | sentence_idx: 189476 | align_1: 6-10 | align_2: 7-16 | ner_entity: none-FECRIS |    The question is “ How can FECRIS be financed by the French State and support such activities in Russia ? ” ||| La question qui se pose est : « Comment la FECRIS peut -elle à la fois être financée par l' Etat français et soutenir de telles activités en Russie ? »

HARVEST RÉCOLTE | w_freq: 3 - 2 | wiki_freq: 9 - 0 | sentence_idx: 189926 | align_1: 3-6 | align_2: 4-12 | ner_entity: none-LA RÉCOLTE |    WHAT ABOUT THE HARVEST 25,000 YEARS AGO ( the end of the 2nd cycle ) ||| QU’ EN EST -IL DE LA RÉCOLTE D’ IL Y A 25 000 ANS ( fin du 2e cycle )

E-60 E-60 | w_freq: 16 - 14 | wiki_freq: 3 - 3 | sentence_idx: 196290 | align_1: 0-0 | align_2: 1-6 | ner_entity: none-E-60 |    E-60 You Methodists need it ; you Baptists need it ; you Pentecostals need it ; all of us need it . ||| E-60 Vous , les méthodistes , vous avez besoin de cela ; vous , les baptistes , vous avez besoin de cela ; vous , les pentecôtistes , vous avez besoin de cela ; nous avons tous besoin de cela .

Aossic Aossic | w_freq: 1 - 1 | wiki_freq: 3 - 0 | sentence_idx: 201842 | align_1: 14-14 | align_2: 15-19 | ner_entity: the Vision of Aossic-Aossic |    The process was initiated as early as the year 1939 when the Vision of Aossic first manifested in the manner described in Outside the Circles of Time ( chapter 8) . ||| Le processus a été initié dès l’ année 1939 , lorsque la vision d’ Aossic s’ est manifestée la première fois de la manière décrite dans Outside the Circles of Time ( chapitre 8) .

ICOR ICOR | w_freq: 7 - 7 | wiki_freq: 65 - 38 | sentence_idx: 202402 | align_1: 15-16 | align_2: 16-21 | ner_entity: ICOR-ICOR |    That is why spreading the truth about the EU is a worldwide important task of ICOR . ||| Pour cette raison , diffuser la vérité sur l’ UE est une tâche importante de l’ ICOR à l’ échelle mondiale .

Sedrine Sedrine | w_freq: 2 - 2 | wiki_freq: 0 - 10 | sentence_idx: 221601 | align_1: 1-1 | align_2: 2-5 | ner_entity: Ben Sedrine-Ben Sedrine |    Ben Sedrine also indicated that the Commission will publish at the end of its work a detailed report of its activities . ||| Ben Sedrine a , en outre , indiqué que l’ instance publiera à la fin de ses travaux un rapport détaillé de ses activités .

FAYE FAYE | w_freq: 1 - 1 | wiki_freq: 1 - 1 | sentence_idx: 226964 | align_1: 6-5 | align_2: 7-10 | ner_entity: FAYE-M. FAYE |    Here are some pictures of Mr. FAYE speaking to the beneficiaries . ||| Voici des photos de M. FAYE en train de s’ adresser aux bénéficiaires .

Eostara Eostre | w_freq: 1 - 1 | wiki_freq: 0 - 8 | sentence_idx: 232261 | align_1: 2-2 | align_2: 3-8 | ner_entity: none-Déesse Eostre |    " Goddess Eostara , please help this bird ! " ||| “ Déesse Eostre , s’ il vous plait , aidez cet oiseau ! ” .

BIEN BIEN | w_freq: 1 - 7 | wiki_freq: 44 - 61 | sentence_idx: 233608 | align_1: 9-12 | align_2: 10-22 | ner_entity: BIEN-BIEN |    That is what also Basic Income Earth Network ( BIEN ) Finland would like to see . ||| C’ est aussi ce que souhaiterait le Basic Income Earth Network ( BIEN , le Réseau mondial pour le revenu de base ) en Finlande .

E-13 E-13 | w_freq: 19 - 20 | wiki_freq: 19 - 3 | sentence_idx: 243098 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-13 |    E-13 And I thought , " Well , if he took enough time to write me twenty-two pages , I ought to write him at least two pages back as an answer . ||| E-13 ( 26 ) Et je me suis dit : " Eh bien , s' il a pris assez de temps pour m' écrire vingt-deux pages , je devrais lui écrire au moins deux pages comme réponse .

L-278 E-276 | w_freq: 1 - 2 | wiki_freq: 0 - 0 | sentence_idx: 243162 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-276 |    L-278 How many is sitting before me , especially ... ||| E-276 ( 234 ) Combien sont assis ici devant moi , particulièrement ...

E-2 E-2 | w_freq: 23 - 21 | wiki_freq: 415 - 95 | sentence_idx: 245113 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-2 |    E-2 And we ask You to bless those who are in the way , that You 'll encourage them . ||| E-2 ( 2 ) Et nous Te demandons de bénir ceux qui sont en route , que Tu les encourages .

Magnitsky Magnitsky | w_freq: 17 - 7 | wiki_freq: 598 - 17 | sentence_idx: 246008 | align_1: 0-0 | align_2: 1-4 | ner_entity: Magnitsky-Magnitsky |    Magnitsky mentioned in in testimony only in his October 2008 interrogation . ||| Magnitsky ne l’ a mentionné dans son témoignage que lors de son interrogatoire d’ octobre 2008 .

3194 3194 | w_freq: 2 - 2 | wiki_freq: 36 - 27 | sentence_idx: 257412 | align_1: 7-7 | align_2: 8-11 | ner_entity: 3194-none |    It ’s very similar to iTunes error 3194 and hence requires same solutions to be fixed . ||| Il est très similaire à l' erreur 3194 d' iTunes , et il nécessite donc les mêmes solutions

BIM BIM | w_freq: 52 - 52 | wiki_freq: 792 - 257 | sentence_idx: 261252 | align_1: 0-1 | align_2: 1-5 | ner_entity: none-BIM |    BIM is only for “ big ” companies and “ big ” projects ||| Le BIM , ce n’ est que pour les « grandes » entreprises et les « grands » projets

Rogovin Rogovin | w_freq: 4 - 4 | wiki_freq: 112 - 9 | sentence_idx: 262151 | align_1: 2-1 | align_2: 3-5 | ner_entity: Rogovin-Rogovin |    How did Rogovin come to write Was There an Alternative ? ||| Comment Rogovin en est -il venu à écrire « Was There an Alternative ? »

El-Azar-us Azar | w_freq: 1 - 3 | wiki_freq: 0 - 211 | sentence_idx: 287608 | align_1: 8-11 | align_2: 9-21 | ner_entity: El-Azar-us-El - Azar |    He performed miracles and raised one man , El-Azar-us , from the dead . ||| Il effectua des miracles et éleva un homme , El - Azar - us ( ‘ El - Osiris ’ ) , d’ entre les morts .

E-57 E-57 | w_freq: 15 - 18 | wiki_freq: 1 - 3 | sentence_idx: 290235 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-57 |    E-57 And you know , Mama , my old southern Mama , always give me good advice , and she give me an expression one time . ||| E-57 ( 97 ) Et vous savez , maman , une vieille mère du sud , me donnait toujours un bon conseil , et une fois elle m' avait donné une expression .

Fouquiau Fouquiau | w_freq: 1 - 1 | wiki_freq: 3 - 5 | sentence_idx: 294382 | align_1: 16-17 | align_2: 17-21 | ner_entity: Fouquiau-Mme Fouquiau |    If the objects in question were " meteors , " wondered Michel , how come Mrs. Fouquiau had time to call her family to come and look at the objects ? 217 . ||| Si les objets en question étaient des " météores " , se demandait Michel , comment Mme Fouquiau a -t -elle eu le temps d' appeler sa famille pour venir voir les objets ? 217 .

STEPS ETAPES | w_freq: 3 - 1 | wiki_freq: 115 - 1 | sentence_idx: 302130 | align_1: 16-17 | align_2: 17-21 | ner_entity: none-ETAPES |    -- > You do NOT have an ITU user account yet : please follow these three STEPS : ||| -- > Vous N' avez PAS encore de compte d' utilisateur UIT : veuillez suivre les trois ETAPES ci - après :

ww1 ww1 | w_freq: 1 - 1 | wiki_freq: 14 - 0 | sentence_idx: 306934 | align_1: 2-1 | align_2: 3-5 | ner_entity: none-ww1 |    Why did ww1 end November 11 ? ||| Pourquoi ww1 s' est -il terminé le 11 novembre ?

E-76 E-76 | w_freq: 12 - 13 | wiki_freq: 1 - 1 | sentence_idx: 308251 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-E-76 |    E-76 First , we should seek what that day meant . ||| E-76 ( 65 ) En premier lieu , nous devons rechercher ce que ce jour -là a signifié .

Ayalon Ayalon | w_freq: 3 - 3 | wiki_freq: 523 - 86 | sentence_idx: 308349 | align_1: 5-2 | align_2: 6-10 | ner_entity: Danny Ayalon-Danny Ayalon |    After Deputy Foreign Minister Danny Ayalon became the face we show the world , the entire international community can now see Israel ’s good side . ||| Si Danny Ayalon , sous-ministre des affaires étrangères , est devenu le visage que nous montrons au monde , toute la communauté internationale voit maintenant le bon côté d’ Israël .

Cartland Cartland | w_freq: 1 - 1 | wiki_freq: 344 - 135 | sentence_idx: 308565 | align_1: 3-2 | align_2: 4-7 | ner_entity: Barbara Cartland-Barbara Cartland |    How could Barbara Cartland write 700 romance novels ? ||| Comment Barbara Cartland a -t -elle pu écrire 700 romans d’ amour ?

EGF FEM | w_freq: 21 - 27 | wiki_freq: 539 - 115 | sentence_idx: 326947 | align_1: 21-22 | align_2: 22-26 | ner_entity: EGF-FEM |    During the current Multiannual Financial Framework , new programmes have been launched , or reformed and strengthened , including the renewed EGF . ||| Dans le cadre financier pluriannuel ( CFP ) , de nouveaux programmes ont été lancés ou réformés et renforcés , notamment le FEM , récemment actualisé .

1031 1031 | w_freq: 4 - 5 | wiki_freq: 965 - 672 | sentence_idx: 331570 | align_1: 15-21 | align_2: 16-25 | ner_entity: Section 1031-none |    As Levin said last week , it was the White House itself that demanded Section 1031 apply to American citizens . ||| Comme l’ a dit Levin la semaine dernière , ce fut la maison blanche elle-même qui a demandé que la section 1031 du projet s’ applique aux citoyens américains .

Dillian Dillian | w_freq: 3 - 3 | wiki_freq: 143 - 15 | sentence_idx: 332482 | align_1: 1-1 | align_2: 2-5 | ner_entity: Dillian-Dillian |    If Dillian wants to fight here he is also more than welcome . ” ||| Si Dillian ( Whyte ) veut se battre ici , il est également plus que bienvenu . "

Kabam Kabam | w_freq: 2 - 2 | wiki_freq: 108 - 5 | sentence_idx: 336134 | align_1: 0-0 | align_2: 1-4 | ner_entity: Kabam-Kabam |    Kabam has also done some things differently . ||| Kabam , cependant , a également fait certaines choses différemment .

E-140 E-140 | w_freq: 5 - 5 | wiki_freq: 0 - 0 | sentence_idx: 338860 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-140 |    E-140 How could I deny the mother that give me birth ? ||| E-140 ( 118 ) Comment est -ce que je pourrais renier la mère qui m' a donné naissance ?

VPNs VPN | w_freq: 28 - 184 | wiki_freq: 270 - 419 | sentence_idx: 350032 | align_1: 1-1 | align_2: 2-5 | ner_entity: none-VPN |    The VPNs listed here are all great examples of serious services that do not compromise your security . ||| Les VPN que j’ ai énumérés ici sont tous de grands exemples de services sérieux qui ne compromettent pas votre sécurité .

Avrocar Avrocar | w_freq: 2 - 2 | wiki_freq: 80 - 11 | sentence_idx: 353038 | align_1: 1-1 | align_2: 2-5 | ner_entity: Avrocar-Avrocar |    The Avrocar never got more than three feet off the ground , suffered all kinds of instability problems and such . ||| L’ Avrocar ne s’ est jamais élevé à plus de trois pieds du sol , a connu toutes sortes de problèmes d’ instabilité et ainsi de suite .

15:28 15:28 | w_freq: 3 - 2 | wiki_freq: 53 - 3 | sentence_idx: 359729 | align_1: 1-1 | align_2: 2-6 | ner_entity: 15:28-none |    Mark 15:28 – The Scripture was fulfilled , which says , “ He was numbered with transgressors . ” ||| MARC 15:28 ( OST ) : “ Ainsi cette parole de l' Écriture fut accomplie : Il a été mis au rang des malfaiteurs . ”

COME PAS | w_freq: 5 - 228 | wiki_freq: 99 - 485 | sentence_idx: 368876 | align_1: 25-28 | align_2: 26-34 | ner_entity: none-NE VENEZ PAS |    You ’d have to , to run an ‘ anti-racism ’ event which states that ‘ if you ’re a man and/or white PLEASE DON’T COME . ||| Il faut en avoir , pour organiser un « événement anti-raciste » qui précise que « si vous êtes un homme et / ou blanc , NE VENEZ PAS s’ il vous plaît » .

65/309 65/309 | w_freq: 1 - 1 | wiki_freq: 7 - 0 | sentence_idx: 379695 | align_1: 6-4 | align_2: 7-9 | ner_entity: 65/309-none |    Thus , the United Nations resolution 65/309 recognizes happiness as a fundamental human goal and a holistic development objective . ||| Ainsi , la résolution 65/309 des Nations - Unies reconnait le bonheur comme un but humain fondamental ainsi qu’ un objectif de développement holistique .

Sedrine Sedrine | w_freq: 2 - 2 | wiki_freq: 0 - 10 | sentence_idx: 393786 | align_1: 1-1 | align_2: 2-5 | ner_entity: Ben Sedrine-Ben Sedrine |    Ben Sedrine also indicated that the Commission will publish at the end of its work a detailed report of its activities . ||| Ben Sedrine a , en outre , indiqué que l’ instance publiera à la fin de ses travaux un rapport détaillé de ses activité .

V.9.c V.9.c | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 394084 | align_1: 18-23 | align_2: 19-27 | ner_entity: none-V.9.c |    As part of these marketing operations , we also personalise web shop content , as discussed in point V.9.c above . ||| Dans le cadre de ces activités de marketing nous personnalisons aussi le contenu du Magasin en ligne , ainsi que décrit au point V.9.c . ci - dessus .

Remiro Remiro | w_freq: 1 - 1 | wiki_freq: 95 - 20 | sentence_idx: 405162 | align_1: 1-1 | align_2: 2-5 | ner_entity: Joseph Remiro-Joseph Remiro |    Joseph Remiro ( Bo ) , arrested with Russell Little . ||| Joseph Remiro ( en ) ( « Bo » ) , arrêté avec Russell Little .

Urantians Urantiens | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 412230 | align_1: 0-1 | align_2: 1-6 | ner_entity: none-Urantiens |    Urantians generally recognize only one kind of death , the physical cessation of life energies ; but concerning personality survival there are really three kinds : ||| Les Urantiens ne reconnaissent , en général , qu’ une seule sorte de mort , la cessation physique des énergies vitales ; mais , en ce qui concerne la survie de la personnalité , il y a en réalité trois espèces de morts :

11:22 11:22 | w_freq: 4 - 1 | wiki_freq: 84 - 4 | sentence_idx: 412403 | align_1: 0-1 | align_2: 1-7 | ner_entity: 11:22-none |    11:22 Without doubt , they will be , in the Hereafter , the greatest losers . ||| [ 11:22 ] Il n' y a aucun doute que , dans l' Au - delà , ils seront les pires perdants .

Beings Êtres | w_freq: 66 - 67 | wiki_freq: 777 - 101 | sentence_idx: 415182 | align_1: 3-3 | align_2: 4-8 | ner_entity: none-Êtres de Lumière |    You the Light Beings are the key to the future of Earth , and through your efforts it can move safely with the minimum of danger to Humanity . ||| Vous , les Êtres de Lumière , vous êtes la clé de l' avenir de la Terre , et grâce à vos efforts elle peut se déplacer en toute sécurité avec un minimum de danger pour l' Humanité .

E-10 E-10 | w_freq: 17 - 20 | wiki_freq: 74 - 25 | sentence_idx: 417990 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-10 |    E-10 But he , like many of the young people today , had other things on his mind . ||| E-10 ( 23 ) Mais lui , comme beaucoup de jeunes gens d' aujourd'hui , il avait d' autres choses à l' esprit .

Remove Débarrasse | w_freq: 59 - 2 | wiki_freq: 534 - 3 | sentence_idx: 418980 | align_1: 10-9 | align_2: 11-14 | ner_entity: none-Débarrasse |    All my prayers will only receive this one reply : Remove iniquity from your life ! ||| Toutes mes prières obtiendront cette seule même réponse : Débarrasse - toi de l’ iniquité dans ta vie !

BREF BREF | w_freq: 1 - 4 | wiki_freq: 11 - 9 | sentence_idx: 420407 | align_1: 10-8 | align_2: 11-15 | ner_entity: BREF-BREF |    In order to focus and accelerate the review of the BREF , the comments submitted on the first draft ( or on a first and second draft , see Section 1.2.4 ) will be divided into two groups : ||| Afin de se concentrer sur la révision du BREF et d’ en accélérer le déroulement , les observations fournies concernant le premier projet ( ou le premier et le deuxième projet , voir la section 1.2.4 ) seront divisées en deux groupes :

Friedensgebete Friedensgebete | w_freq: 1 - 1 | wiki_freq: 2 - 0 | sentence_idx: 434342 | align_1: 2-2 | align_2: 3-9 | ner_entity: Friedensgebete-Friedensgebete |    But the Friedensgebete continued to grow and , by the spring , the authorities saw the prayer meetings as a threat . ||| Mais la Friedensgebete ( prière pour la paix ) continua de croître et , au printemps , les autorités considéraient les réunions de prière comme une menace .

Cattell Cattell | w_freq: 3 - 4 | wiki_freq: 790 - 110 | sentence_idx: 435669 | align_1: 22-21 | align_2: 23-27 | ner_entity: Raymond Cattell-Raymond Cattell |    On the basis of these findings , who can deny that morality may soon become a science , as recommended by Raymond Cattell ? ||| Sur la base de ces découvertes , qui peut nier que la moralité ne devienne bientôt une science , comme Raymond Cattell l’ appelle de ses vœux ?

DELHI DELHI | w_freq: 2 - 3 | wiki_freq: 74 - 1 | sentence_idx: 438716 | align_1: 1-1 | align_2: 2-5 | ner_entity: none-NEW DELHI |    NEW DELHI – In a few days Lili will celebrate her first birthday with her two “ fathers ” in Australia . ||| NEW DELHI ( AFP ) - Lili fêtera dans quelques jours son premier anniversaire avec ses deux " pères " en Australie .

Ascending Ascending | w_freq: 5 - 1 | wiki_freq: 715 - 29 | sentence_idx: 444421 | align_1: 29-32 | align_2: 30-37 | ner_entity: Worlds Ascending-Worlds Ascending |    For those of you who are supported by the use of catalytic sound ( like me ) , I suggest listening to the same five-minute audio file from Worlds Ascending that I chose for the First Phase of the Meditation . ||| Pour ceux d’ entre vous qui sont aidés par l’ emploi de sons catalytiques ( comme moi ) , je suggère d’ écouter le même fichier audio de cinq minutes du Worlds Ascending ( Mondes Ascendants ) que j’ ai choisi pour la Première Phase de la Méditation .

E-60 E-60 | w_freq: 16 - 14 | wiki_freq: 3 - 3 | sentence_idx: 445808 | align_1: 0-0 | align_2: 1-6 | ner_entity: none-E-60 |    E-60 God was working out a plan then , and he had to work in it . ||| E-60 À ce moment -là , Dieu était en train d’ élaborer un plan , et il fallait qu’ il y participe .

